11	a	ban	on	late-term	abortions	at1	nn1	ii	jj	nn2
6	them	in	a	long	time	ppho2	ii	at1	jj	nnt1
29	them	in	the	long	run	ppho2	ii	at	jj	nn1
6	them	in	the	long	term	ppho2	ii	at	jj	nn1
5	them	just	a	little	bit	ppho2	rr	at1	jj	nn1
7	them	out	a	little	bit	ppho2	rp	at1	jj	nn1
5	them	to	a	large	bowl	ppho2	ii	at1	jj	nn1
14	them	up	a	little	bit	ppho2	rp	at1	jj	nn1
9	themselves	and	their	loved	ones	ppx2	cc	appge	jj	nn2
5	then	a	little	bit	later	rt	at1	jj	nn1	rrr
13	then	a	little	bit	of	rt	at1	jj	nn1	io
5	Then	after	a	little	while	rt	ii	at1	jj	nnt1
5	then	in	the	long	run	rt	ii	at	jj	nn1
5	there	a	little	bit	of	rl	at1	jj	nn1	io
10	there	a	long	time	ago	rl	at1	jj	nnt1	ra
7	there	a	long	time	and	rl	at1	jj	nnt1	cc
48	there	are	a	large	number	ex	vbr	at1	jj	nn1
29	There	are	a	large	number	ex	vbr	at1	jj	nn1
20	there	are	a	limited	number	ex	vbr	at1	jj	nn1
16	There	are	a	limited	number	ex	vbr	at1	jj	nn1
5	there	are	large	differences	in	ex	vbr	jj	nn2	ii
24	there	are	large	numbers	of	ex	vbr	jj	nn2	io
7	there	can	be	little	doubt	ex	vm	vbi	jj	nn1
5	there	can	be	little	question	ex	vm	vbi	jj	nn1
7	there	for	a	little	bit	rl	if	at1	jj	nn1
33	there	for	a	little	while	rl	if	at1	jj	nnt1
10	there	for	a	long	moment	rl	if	at1	jj	nn1
12	there	for	a	long	period	rl	if	at1	jj	nn1
208	there	for	a	long	time	rl	if	at1	jj	nnt1
11	there	for	a	long	while	rl	if	at1	jj	nnt1
17	there	for	the	long	haul	rl	if	at	jj	nn1
7	there	for	the	long	term	rl	if	at	jj	nn1
8	there	in	a	long	time	rl	ii	at1	jj	nnt1
6	there	in	the	late	afternoon	rl	ii	at	jj	nnt1
9	there	is	a	large	amount	ex	vbz	at1	jj	nn1
13	There	is	a	large	body	ex	vbz	at1	jj	nn1
11	there	is	a	large	body	ex	vbz	at1	jj	nn1
10	there	is	a	large	number	ex	vbz	at1	jj	nn1
9	there	is	a	large	population	ex	vbz	at1	jj	nn1
6	there	is	a	legitimate	concern	ex	vbz	at1	jj	nn1
9	there	is	a	limited	amount	ex	vbz	at1	jj	nn1
6	there	is	a	limited	number	ex	vbz	at1	jj	nn1
52	there	is	a	little	bit	ex	vbz	at1	jj	nn1
18	There	is	a	little	bit	ex	vbz	at1	jj	nn1
5	There	is	a	long	beat	ex	vbz	at1	jj	nn1
22	there	is	a	long	history	ex	vbz	at1	jj	nn1
20	There	is	a	long	history	ex	vbz	at1	jj	nn1
5	There	is	a	long	line	ex	vbz	at1	jj	nn1
5	there	is	a	long	line	ex	vbz	at1	jj	nn1
15	there	is	a	long	list	ex	vbz	at1	jj	nn1
11	There	is	a	long	list	ex	vbz	at1	jj	nn1
38	There	is	a	long	pause	ex	vbz	at1	jj	nn1
29	There	is	a	long	silence	ex	vbz	at1	jj	nn1
18	There	is	a	long	tradition	ex	vbz	at1	jj	nn1
12	there	is	a	long	tradition	ex	vbz	at1	jj	nn1
19	there	is	a	long	way	ex	vbz	at1	jj	nn1
8	there	is	limited	research	on	ex	vbz	jj	nn1	ii
5	there	is	no	legal	basis	ex	vbz	at	jj	nn1
7	there	was	a	large	amount	ex	vbdz	at1	jj	nn1
5	there	was	a	large	number	ex	vbdz	at1	jj	nn1
62	there	was	a	little	bit	ex	vbdz	at1	jj	nn1
26	There	was	a	little	bit	ex	vbdz	at1	jj	nn1
14	there	was	a	little	boy	ex	vbdz	at1	jj	nn1
15	there	was	a	little	girl	ex	vbdz	at1	jj	nn1
6	There	was	a	little	girl	ex	vbdz	at1	jj	nn1
5	there	was	a	long	history	ex	vbdz	at1	jj	nn1
11	there	was	a	long	line	ex	vbdz	at1	jj	nn1
20	There	was	a	long	moment	ex	vbdz	at1	jj	nn1
127	There	was	a	long	pause	ex	vbdz	at1	jj	nn1
11	there	was	a	long	pause	ex	vbdz	at1	jj	nn1
13	there	was	a	long	period	ex	vbdz	at1	jj	nn1
138	There	was	a	long	silence	ex	vbdz	at1	jj	nn1
12	there	was	a	long	silence	ex	vbdz	at1	jj	nn1
6	There	was	a	long	time	ex	vbdz	at1	jj	nnt1
6	There	was	a	loud	bang	ex	vbdz	at1	jj	nn1
6	there	was	a	loud	explosion	ex	vbdz	at1	jj	nn1
6	there	was	a	loud	knock	ex	vbdz	at1	jj	nn1
5	There	was	a	loud	pop	ex	vbdz	at1	jj	nn1
9	There	was	another	long	pause	ex	vbdz	dd1	jj	nn1
5	There	was	another	long	silence	ex	vbdz	dd1	jj	nn1
5	there	was	liquid	water	on	ex	vbdz	jj	nn1	ii
22	there	was	little	chance	of	ex	vbdz	jj	nn1	io
9	there	was	little	chance	that	ex	vbdz	jj	nn1	cst
8	there	was	little	difference	between	ex	vbdz	jj	nn1	ii
7	there	was	little	difference	in	ex	vbdz	jj	nn1	ii
6	There	was	little	difference	in	ex	vbdz	jj	nn1	ii
5	there	was	little	discussion	of	ex	vbdz	jj	nn1	io
5	there	was	little	effort	to	ex	vbdz	jj	nn1	to
12	there	was	little	evidence	of	ex	vbdz	jj	nn1	io
7	There	was	little	evidence	of	ex	vbdz	jj	nn1	io
12	there	was	little	evidence	that	ex	vbdz	jj	nn1	cst
6	there	was	little	hope	of	ex	vbdz	jj	nn1	io
13	there	was	little	interest	in	ex	vbdz	jj	nn1	ii
6	there	was	little	likelihood	of	ex	vbdz	jj	nn1	io
6	there	was	little	point	in	ex	vbdz	jj	nn1	ii
13	there	was	little	reason	to	ex	vbdz	jj	nn1	to
5	There	was	little	reason	to	ex	vbdz	jj	nn1	to
8	There	was	little	room	for	ex	vbdz	jj	nn1	if
7	there	was	little	room	for	ex	vbdz	jj	nn1	if
7	there	was	little	sense	of	ex	vbdz	jj	nn1	io
6	There	was	little	sense	of	ex	vbdz	jj	nn1	io
6	there	was	little	talk	of	ex	vbdz	jj	nn1	io
5	there	was	no	legal	basis	ex	vbdz	at	jj	nn1
7	there	was	the	little	matter	ex	vbdz	at	jj	nn1
8	there	were	a	large	number	ex	vbdr	at1	jj	nn1
5	there	were	a	limited	number	ex	vbdr	at1	jj	nn1
10	there	were	large	numbers	of	ex	vbdr	jj	nn2	io
5	there	will	be	little	opportunity	ex	vm	vbi	jj	nn1
5	there	would	be	little	chance	ex	vm	vbi	jj	nn1
7	there	would	be	little	reason	ex	vm	vbi	jj	nn1
8	theres	a	little	bit	of	nn2	at1	jj	nn1	io
6	These	are	the	lucky	ones	dd2	vbr	at	jj	nn2
5	they	are	a	long	way	pphs2	vbr	at1	jj	nn1
5	they	are	the	lucky	ones	pphs2	vbr	at	jj	nn2
7	they	had	a	little	bit	pphs2	vhd	at1	jj	nn1
8	they	have	a	little	bit	pphs2	vh0	at1	jj	nn1
6	they	have	a	long	history	pphs2	vh0	at1	jj	nn1
5	They	have	a	long	history	pphs2	vh0	at1	jj	nn1
22	they	have	a	long	way	pphs2	vh0	at1	jj	nn1
13	they	take	a	long	time	pphs2	vv0	at1	jj	nnt1
6	they	were	a	long	way	pphs2	vbdr	at1	jj	nn1
12	thing	for	a	long	time	nn1	if	at1	jj	nnt1
5	thing	in	the	long	run	nn1	ii	at	jj	nn1
10	things	for	a	long	time	nn2	if	at1	jj	nnt1
6	things	take	a	long	time	nn2	vv0	at1	jj	nnt1
17	things	up	a	little	bit	nn2	ii	at1	jj	nn1
12	think	a	large	part	of	vv0	at1	jj	nn1	io
6	think	a	little	bit	about	vvi	at1	jj	nn1	ii
23	think	a	little	bit	of	vv0	at1	jj	nn1	io
9	think	for	a	long	time	vv0	if	at1	jj	nnt1
39	think	in	the	long	run	vv0	ii	at	jj	nn1
6	think	in	the	long	run	vvi	ii	at	jj	nn1
8	think	in	the	long	term	vv0	ii	at	jj	nn1
5	think	the	most	likely	thing	vv0	at	rgt	jj	nn1
5	think	to	a	large	extent	vv0	ii	at1	jj	nn1
6	thinking	for	a	long	time	vvg	if	at1	jj	nnt1
5	thinks	for	a	long	moment	vvz	if	at1	jj	nn1
19	third	leading	cause	of	death	md	jj	nn1	io	nn1
6	this	a	little	bit	of	dd1	at1	jj	nn1	io
38	this	a	long	time	ago	dd1	at1	jj	nnt1	ra
5	this	a	long	time	and	dd1	at1	jj	nnt1	cc
7	this	and	a	little	bit	dd1	cc	at1	jj	nn1
14	this	business	a	long	time	dd1	nn1	at1	jj	nnt1
5	this	down	a	little	bit	dd1	rp	at1	jj	nn1
162	this	for	a	long	time	dd1	if	at1	jj	nnt1
34	this	for	the	long	haul	dd1	if	at	jj	nn1
7	this	for	the	long	run	dd1	if	at	jj	nn1
7	this	for	the	long	term	dd1	if	at	jj	nn1
7	this	goes	a	long	way	dd1	vvz	at1	jj	nn1
8	this	happened	a	long	time	dd1	vvd	at1	jj	nnt1
6	This	happened	a	long	time	dd1	vvd	at1	jj	nnt1
8	this	in	a	long	time	dd1	ii	at1	jj	nnt1
21	this	is	a	little	bit	dd1	vbz	at1	jj	nn1
14	This	is	a	little	bit	dd1	vbz	at1	jj	nn1
10	This	is	a	little	girl	dd1	vbz	at1	jj	nn1
14	This	is	a	live	picture	dd1	vbz	at1	jj	nn1
8	this	is	a	long	shot	dd1	vbz	at1	jj	nn1
7	this	is	a	long	time	dd1	vbz	at1	jj	nnt1
5	This	is	a	long	time	dd1	vbz	at1	jj	nnt1
13	This	is	a	long	way	dd1	vbz	at1	jj	nn1
13	this	is	a	long	way	dd1	vbz	at1	jj	nn1
6	This	is	in	large	part	dd1	vbz	ii	jj	nn1
6	This	is	no	laughing	matter	dd1	vbz	at	jj	nn1
5	this	is	no	laughing	matter	dd1	vbz	at	jj	nn1
7	This	is	your	lucky	day	dd1	vbz	appge	jj	nnt1
5	this	is	your	lucky	day	dd1	vbz	appge	jj	nnt1
7	this	just	a	little	bit	dd1	rr	at1	jj	nn1
6	this	little	corner	of	the	dd1	jj	nn1	io	at
18	This	Little	Light	of	Mine	dd1	jj	nn1	io	ppge
13	This	little	light	of	mine	dd1	jj	nn1	io	ppge
5	this	little	piece	of	paper	dd1	jj	nn1	io	nn1
9	this	live	edition	of	GERALDO.	dd1	jj	nn1	io	np1
6	this	on	a	large	scale	dd1	ii	at1	jj	nn1
9	this	town	a	long	time	dd1	nn1	at1	jj	nnt1
9	this	up	a	little	bit	dd1	rp	at1	jj	nn1
12	This	was	a	long	time	dd1	vbdz	at1	jj	nnt1
8	this	was	a	long	time	dd1	vbdz	at1	jj	nnt1
21	those	who	lost	loved	ones	dd2	pnqs	vvd	jj	nn2
8	those	with	low	vision	were	dd2	iw	jj	nn1	vbdr
6	though	to	a	lesser	degree	cs	ii	at1	jj	nn1
10	though	to	a	lesser	extent	cs	ii	at1	jj	nn1
5	thought	for	a	long	moment	vvd	if	at1	jj	nn1
19	thought	for	a	long	time	vvd	if	at1	jj	nnt1
14	thought	for	a	long	time	vvn	if	at1	jj	nnt1
11	three	times	the	legal	limit	mc	nnt2	at	jj	nn1
5	through	a	limited	number	of	ii	at1	jj	nn1	io
14	through	a	little	bit	of	ii	at1	jj	nn1	io
9	through	a	long	list	of	ii	at1	jj	nn1	io
16	through	a	long	period	of	ii	at1	jj	nn1	io
7	through	a	long	process	of	ii	at1	jj	nn1	io
7	through	a	long	series	of	ii	at1	jj	nn	io
5	through	fine-mesh	sieve	into	large	ii	jj	nn1	ii	jj
5	through	local	landfills	for	pieces	ii	jj	nn2	if	nn2
9	through	the	left	side	of	ii	at	jj	nn1	io
6	through	the	looking	glass	into	ii	at	jj	nn1	ii
13	Thursday	to	explore	local	transportation	npd1	to	vvi	jj	nn1
9	tie	up	the	loose	ends	vvi	rp	at	jj	nn2
7	time	for	a	long	time	nnt1	if	at1	jj	nnt1
5	time	for	some	local	stations	nnt1	if	dd	jj	nn2
137	time	in	a	long	time	nnt1	ii	at1	jj	nnt1
31	time	in	a	long	while	nnt1	ii	at1	jj	nnt1
5	time	in	the	long	run	nnt1	ii	at	jj	nn1
5	time	is	long	past	when	nnt1	vbz	jj	nn1	cs
5	to	a	far	lesser	degree	ii	at1	jj	jj	nn1
7	to	a	far	lesser	extent	ii	at1	jj	jj	nn1
22	to	a	large	bowl	and	ii	at1	jj	nn1	cc
5	to	a	large	chunk	of	ii	at1	jj	nn1	io
5	to	a	large	conference	room	ii	at1	jj	nn1	nn1
10	to	a	large	degree	by	ii	at1	jj	nn1	ii
9	to	a	large	degree	in	ii	at1	jj	nn1	ii
18	to	a	large	degree	on	ii	at1	jj	nn1	ii
6	to	a	large	degree	the	ii	at1	jj	nn1	at
5	To	a	large	degree	the	ii	at1	jj	nn1	at
5	to	a	large	extent	a	ii	at1	jj	nn1	at1
16	to	a	large	extent	by	ii	at1	jj	nn1	ii
5	to	a	large	extent	from	ii	at1	jj	nn1	ii
11	to	a	large	extent	in	ii	at1	jj	nn1	ii
55	to	a	large	extent	on	ii	at1	jj	nn1	ii
20	to	a	large	extent	the	ii	at1	jj	nn1	at
8	to	a	large	extent	upon	ii	at1	jj	nn1	ii
6	to	a	large	extent	with	ii	at1	jj	nn1	iw
17	to	a	large	group	of	ii	at1	jj	nn1	io
11	to	a	large	mixing	bowl	ii	at1	jj	nn1	nn1
63	to	a	large	number	of	ii	at1	jj	nn1	io
7	to	a	large	part	of	ii	at1	jj	nn1	io
6	to	a	large	portion	of	ii	at1	jj	nn1	io
13	to	a	large	segment	of	ii	at1	jj	nn1	io
9	to	a	large	serving	bowl	ii	at1	jj	nn1	nn1
5	to	a	lesser	charge	and	ii	at1	jj	nn1	cc
14	to	a	lesser	degree	in	ii	at1	jj	nn1	ii
13	to	a	lesser	degree	than	ii	at1	jj	nn1	csn
8	to	a	lesser	extent	by	ii	at1	jj	nn1	ii
34	to	a	lesser	extent	in	ii	at1	jj	nn1	ii
6	to	a	lesser	extent	on	ii	at1	jj	nn1	ii
16	to	a	lesser	extent	than	ii	at1	jj	nn1	csn
23	to	a	lesser	extent	the	ii	at1	jj	nn1	at
5	to	a	limited	extent	in	ii	at1	jj	nn1	ii
21	to	a	limited	number	of	ii	at1	jj	nn1	io
49	to	a	little	bit	of	ii	at1	jj	nn1	io
5	to	a	little	girl	who	ii	at1	jj	nn1	pnqs
6	to	a	local	radio	station	ii	at1	jj	nn1	nn1
6	to	a	local	television	station	ii	at1	jj	nn1	nn1
10	to	a	long	history	of	ii	at1	jj	nn1	io
11	to	a	long	line	of	ii	at1	jj	nn1	io
34	to	a	long	list	of	ii	at1	jj	nn1	io
8	to	a	long	tradition	of	ii	at1	jj	nn1	io
9	to	a	low	cable	pulley	ii	at1	jj	nn1	nn1
5	to	a	more	limited	extent	ii	at1	rgr	jj	nn1
8	to	a	much	lesser	degree	ii	at1	rr	jj	nn1
19	to	a	much	lesser	extent	ii	at1	rr	jj	nn1
6	to	a	slightly	lesser	extent	ii	at1	rr	jj	nn1
10	to	a	somewhat	lesser	extent	ii	at1	rr	jj	nn1
7	to	a	very	large	degree	ii	at1	rg	jj	nn1
29	to	a	very	large	extent	ii	at1	rg	jj	nn1
7	to	a	very	limited	degree	ii	at1	rg	jj	nn1
6	to	a	very	limited	extent	ii	at1	rg	jj	nn1
47	to	add	a	little	bit	to	vvi	at1	jj	nn1
8	to	attract	large	numbers	of	to	vvi	jj	nn2	io
6	to	be	a	large	part	to	vbi	at1	jj	nn1
5	to	be	a	limiting	factor	to	vbi	at1	jj	nn1
66	to	be	a	little	bit	to	vbi	at1	jj	nn1
9	to	be	a	little	girl	to	vbi	at1	jj	nn1
5	to	be	a	little	tough	to	vbi	at1	jj	nn1
5	to	be	a	living	example	to	vbi	at1	jj	nn1
6	to	be	a	logical	explanation	to	vbi	at1	jj	nn1
5	to	be	a	long	campaign	to	vbi	at1	jj	nn1
33	to	be	a	long	day	to	vbi	at1	jj	nnt1
15	to	be	a	long	haul	to	vbi	at1	jj	nn1
5	to	be	a	long	journey	to	vbi	at1	jj	nn1
42	to	be	a	long	night	to	vbi	at1	jj	nnt1
6	to	be	a	long	period	to	vbi	at1	jj	nn1
17	to	be	a	long	process	to	vbi	at1	jj	nn1
11	to	be	a	long	road	to	vbi	at1	jj	nn1
6	to	be	a	long	struggle	to	vbi	at1	jj	nn1
57	to	be	a	long	time	to	vbi	at1	jj	nnt1
5	to	be	a	long	wait	to	vbi	at1	jj	nn1
6	to	be	a	long	war	to	vbi	at1	jj	nn1
11	to	be	a	long	way	to	vbi	at1	jj	nn1
9	to	be	a	long	winter	to	vbi	at1	jj	nnt1
5	to	be	a	long	year	to	vbi	at1	jj	nnt1
5	to	be	little	evidence	that	to	vbi	jj	nn1	cst
5	to	be	little	justification	for	to	vbi	jj	nn1	if
5	to	begin	the	long	process	to	vvi	at	jj	nn1
8	to	bring	a	little	bit	to	vvi	at1	jj	nn1
5	to	bring	legal	action	against	to	vvi	jj	nn1	ii
13	to	change	a	little	bit	to	vvi	at1	jj	nn1
5	to	cut	a	long	story	to	vvi	at1	jj	nn1
5	TO	DAY	legal	analyst	Dahlia	ii	nnt1	jj	nn1	np1
16	to	death	by	lethal	injection	ii	nn1	ii	jj	nn1
28	to	die	by	lethal	injection	to	vvi	ii	jj	nn1
5	to	dig	through	local	landfills	to	vvi	ii	jj	nn2
48	to	do	a	little	bit	to	vdi	at1	jj	nn1
5	to	do	a	little	checking	to	vdi	at1	jj	nn1
8	to	do	a	little	dance	to	vdi	at1	jj	nn1
6	to	do	a	little	homework	to	vdi	at1	jj	nn1
5	to	do	a	little	legwork	to	vdi	at1	jj	nn1
16	to	do	a	little	research	to	vdi	at1	jj	nn1
6	to	do	a	little	shopping	to	vdi	at1	jj	nn1
11	to	do	a	little	work	to	vdi	at1	jj	nn1
9	to	do	the	little	things	to	vdi	at	jj	nn2
6	to	earn	a	living	wage	to	vvi	at1	jj	nn1
6	to	eat	a	low-fat	diet	to	vvi	at1	jj	nn1
8	to	explain	a	little	bit	to	vvi	at1	jj	nn1
13	to	explore	local	transportation	matters	to	vvi	jj	nn1	nn2
11	to	feel	a	little	bit	to	vvi	at1	jj	nn1
5	to	find	that	little	girl	to	vvi	dd1	jj	nn1
5	to	find	their	loved	ones	to	vvi	appge	jj	nn2
8	to	for	a	long	time	ii	if	at1	jj	nnt1
9	to	gay	and	lesbian	couples	ii	jj	cc	jj	nn2
8	to	get	a	little	attention	to	vvi	at1	jj	nn1
38	to	get	a	little	bit	to	vvi	at1	jj	nn1
7	to	get	a	little	rest	to	vvi	at1	jj	nn1
5	to	get	a	little	sleep	to	vvi	at1	jj	nn1
5	to	get	into	long	distance	to	vvi	ii	jj	nn1
12	to	give	a	little	bit	to	vvi	at1	jj	nn1
10	to	go	a	little	bit	to	vvi	at1	jj	nn1
45	to	go	a	long	way	to	vvi	at1	jj	nn1
7	to	greater	or	lesser	degrees	ii	jjr	cc	jj	nn2
7	to	grow	a	little	bit	to	vvi	at1	jj	nn1
5	to	have	a	large	effect	to	vhi	at1	jj	nn1
8	to	have	a	large	family	to	vhi	at1	jj	nn1
15	to	have	a	large	number	to	vhi	at1	jj	nn1
12	to	have	a	lasting	effect	to	vhi	at1	jj	nn1
59	to	have	a	little	bit	to	vhi	at1	jj	nn1
6	to	have	a	little	boy	to	vhi	at1	jj	nn1
8	to	have	a	little	chat	to	vhi	at1	jj	nn1
59	to	have	a	little	fun	to	vhi	at1	jj	nn1
16	to	have	a	little	girl	to	vhi	at1	jj	nn1
19	to	have	a	little	talk	to	vhi	at1	jj	nn1
7	to	have	a	little	time	to	vhi	at1	jj	nnt1
11	to	have	a	live	report	to	vhi	at1	jj	nn1
8	to	have	a	living	will	to	vhi	at1	jj	nn1
5	to	have	a	long	career	to	vhi	at1	jj	nn1
5	to	have	a	long	period	to	vhi	at1	jj	nn1
10	to	have	a	long	talk	to	vhi	at1	jj	nn1
5	to	have	a	long	time	to	vhi	at1	jj	nnt1
6	to	have	a	long-term	effect	to	vhi	at1	jj	nn1
6	to	have	large	numbers	of	to	vhi	jj	nn2	io
5	to	have	low	levels	of	to	vhi	jj	nn2	io
13	to	hear	a	little	bit	to	vvi	at1	jj	nn1
7	to	help	local	law	enforcement	to	vvi	jj	nn1	nn1
6	to	her	a	little	bit	ii	ppho1	at1	jj	nn1
5	to	her	left	hand	and	ii	appge	jj	nn1	cc
8	to	him	a	little	bit	ii	ppho1	at1	jj	nn1
7	to	him	a	long	time	ii	ppho1	at1	jj	nnt1
12	to	his	left	hand	and	ii	appge	jj	nn1	cc
8	to	his	long	list	of	ii	appge	jj	nn1	io
7	to	improve	living	conditions	for	to	vvi	jj	nn2	if
7	to	improve	their	living	conditions	to	vvi	appge	jj	nn2
5	to	in	a	long	time	ii	ii	at1	jj	nnt1
28	to	join	your	local	stations	to	vvi	appge	jj	nn2
78	to	keep	a	low	profile	to	vvi	at1	jj	nn1
8	to	kill	large	numbers	of	to	vvi	jj	nn2	io
24	to	know	a	little	bit	to	vvi	at1	jj	nn1
5	to	large	amounts	of	money	ii	jj	nn2	io	nn1
9	to	large	numbers	of	people	ii	jj	nn2	io	nn
6	to	large	numbers	of	students	ii	jj	nn2	io	nn2
14	to	last	a	long	time	to	vvi	at1	jj	nnt1
9	to	learn	a	little	bit	to	vvi	at1	jj	nn1
6	to	leave	a	lasting	impression	to	vvi	at1	jj	nn1
6	to	let	a	little	thing	to	vvi	at1	jj	nn1
6	to	listed	and	unlisted	numbers	ii	jj	cc	jj	nn2
5	to	little	black	gurrls	and	ii	jj	jj	nn2	cc
15	to	live	a	long	life	to	vvi	at1	jj	nn1
11	to	live	a	long	time	to	vvi	at1	jj	nnt1
9	to	local	law	enforcement	agencies	ii	jj	nn1	nn1	nn2
5	to	look	a	little	bit	to	vvi	at1	jj	nn1
10	to	lose	a	little	bit	to	vvi	at1	jj	nn1
5	to	lose	a	little	weight	to	vvi	at1	jj	nn1
5	to	loved	ones	in	the	ii	jj	nn2	ii	at
5	to	low	levels	of	chemical	ii	jj	nn2	io	jj
9	to	maintain	a	lean	body	to	vvi	at1	jj	nn1
19	to	maintain	a	low	profile	to	vvi	at1	jj	nn1
12	to	make	a	left	turn	to	vvi	at1	jj	nn1
10	to	make	a	little	bit	to	vvi	at1	jj	nn1
5	to	make	a	little	history	to	vvi	at1	jj	nn1
23	to	make	a	little	money	to	vvi	at1	jj	nn1
5	to	make	a	living	wage	to	vvi	at1	jj	nn1
52	to	make	a	long	story	to	vvi	at1	jj	nn1
49	To	make	a	long	story	to	vvi	at1	jj	nn1
5	to	make	a	long-distance	call	to	vvi	at1	jj	nn1
8	to	make	a	long-term	commitment	to	vvi	at1	jj	nn1
5	to	make	liberal	use	of	to	vvi	jj	nn1	io
5	to	make	the	long	drive	to	vvi	at	jj	nn1
51	to	me	a	little	bit	ii	ppio1	at1	jj	nn1
5	to	me	a	little	while	ii	ppio1	at1	jj	nnt1
5	to	move	a	little	bit	to	vvi	at1	jj	nn1
7	to	move	large	amounts	of	to	vvi	jj	nn2	io
9	to	need	a	little	help	to	vvi	at1	jj	nn1
6	to	other	Latin	American	countries	ii	jj	jj	jj	nn2
9	to	pay	a	little	bit	to	vvi	at1	jj	nn1
14	to	pay	for	long-term	care	to	vvi	if	jj	nn1
5	to	pay	his	legal	bills	to	vvi	appge	jj	nn2
9	to	play	a	large	role	to	vvi	at1	jj	nn1
28	to	play	a	leading	role	to	vvi	at1	jj	nn1
15	to	play	a	little	bit	to	vvi	at1	jj	nn1
11	to	play	a	little	game	to	vvi	at1	jj	nn1
5	to	play	a	little	joke	to	vvi	at1	jj	nn1
6	to	play	the	leading	role	to	vvi	at	jj	nn1
7	to	produce	large	amounts	of	to	vvi	jj	nn2	io
25	to	put	a	little	bit	to	vvi	at1	jj	nn1
17	to	read	a	little	bit	to	vvi	at1	jj	nn1
5	to	reform	the	legal	system	to	vvi	at	jj	nn1
15	to	relax	a	little	bit	to	vvi	at1	jj	nn1
5	to	rest	a	little	bit	to	vvi	at1	jj	nn1
5	to	save	a	little	girl	to	vvi	at1	jj	nn1
10	to	save	a	little	money	to	vvi	at1	jj	nn1
6	to	say	a	little	prayer	to	vvi	at1	jj	nn1
23	to	see	a	little	bit	to	vvi	at1	jj	nn1
8	to	see	large	numbers	of	to	vvi	jj	nn2	io
5	to	see	my	little	girl	to	vvi	appge	jj	nn1
8	to	see	the	little	girl	to	vvi	at	jj	nn1
11	to	share	a	little	bit	to	vvi	at1	jj	nn1
6	to	speak	a	little	bit	to	vvi	at1	jj	nn1
6	to	spend	a	little	bit	to	vvi	at1	jj	nn1
33	to	spend	a	little	time	to	vvi	at1	jj	nnt1
8	to	spend	a	long	time	to	vvi	at1	jj	nnt1
9	to	spend	a	long	weekend	to	vvi	at1	jj	nnt1
9	to	spend	large	amounts	of	to	vvi	jj	nn2	io
5	to	stand	in	long	lines	to	vvi	ii	jj	nn2
14	to	state	and	local	government	to	vvi	cc	jj	nn1
89	to	state	and	local	governments	to	vvi	cc	jj	nn2
5	to	state	and	local	law	to	vvi	cc	jj	nn1
5	to	stimulate	the	local	economy	to	vvi	at	jj	nn1
6	to	students	with	low	vision	ii	nn2	iw	jj	nn1
6	to	students	with	low-incidence	disabilities	ii	nn2	iw	jj	nn2
6	to	study	the	long-term	effects	to	vvi	at	jj	nn2
17	to	take	a	leading	role	to	vvi	at1	jj	nn1
11	to	take	a	lie-detector	test	to	vvi	at1	jj	nn1
50	to	take	a	little	bit	to	vvi	at1	jj	nn1
32	to	take	a	little	break	to	vvi	at1	jj	nn1
8	to	take	a	little	money	to	vvi	at1	jj	nn1
5	to	take	a	little	ride	to	vvi	at1	jj	nn1
29	to	take	a	little	time	to	vvi	at1	jj	nnt1
5	to	take	a	little	trip	to	vvi	at1	jj	nn1
7	to	take	a	little	walk	to	vvi	at1	jj	nn1
17	to	take	a	little	while	to	vvi	at1	jj	nnt1
16	to	take	a	long	look	to	vvi	at1	jj	nn1
142	to	take	a	long	time	to	vvi	at1	jj	nnt1
5	to	take	a	long	walk	to	vvi	at1	jj	nn1
9	to	take	a	long-term	view	to	vvi	at1	jj	nn1
17	to	take	legal	action	against	to	vvi	jj	nn1	ii
6	to	take	legal	action	to	to	vvi	jj	nn1	to
30	to	take	the	long	view	to	vvi	at	jj	nn1
12	to	take	the	long	way	to	vvi	at	jj	nn1
127	to	talk	a	little	bit	to	vvi	at1	jj	nn1
10	to	that	a	little	bit	ii	cst	at1	jj	nn1
31	to	the	large	number	of	ii	at	jj	nn1	io
21	to	the	large	number	of	ii22	at	jj	nn1	io
8	to	the	large	numbers	of	ii	at	jj	nn2	io
5	to	the	large	proportion	of	ii22	at	jj	nn1	io
8	to	the	large	sample	size	ii22	at	jj	nn1	nn1
5	to	the	Latin	American	Studies	ii	at	jj	jj	nn2
7	to	the	leading	edge	of	ii	at	jj	nn1	io
12	to	the	learned	intermediary	doctrine	ii	at	jj	nn1	nn1
5	to	the	Lebanese	prime	minister	ii	at	jj	jj	nn1
5	to	the	left	edge	of	ii	at	jj	nn1	io
5	to	the	left	side	and	ii	at	jj	nn1	cc
52	to	the	left	side	of	ii	at	jj	nn1	io
7	to	the	left	wing	of	ii	at	jj	nn1	io
5	to	the	legal	defense	fund	ii	at	jj	nn1	nn1
6	to	the	legal	rights	of	ii	at	jj	nn2	io
5	to	the	lesser	charge	of	ii	at	jj	nn1	io
7	to	the	limited	number	of	ii22	at	jj	nn1	io
5	to	the	limited	sample	size	ii22	at	jj	nn1	nn1
6	to	the	Little	Big	Horn	ii	at	jj	jj	nn1
5	to	the	little	girl	who	ii	at	jj	nn1	pnqs
15	to	the	little	town	of	ii	at	jj	nn1	io
5	to	the	little	village	of	ii	at	jj	nn1	io
