22	a	bank	holding	company	at1	nn1	jj	nn1
27	high	school	math	teacher	jj	nn1	nn1	nn1
14	high	school	music	teacher	jj	nn1	nn1	nn1
18	High	School	of	Music	jj	nn1	io	nn1
13	High	School	of	the	jj	nn1	io	at
21	High	School	on	the	jj	nn1	ii	at
14	high	school	on	the	jj	nn1	ii	at
15	high	school	or	a	jj	nn1	cc	at1
100	high	school	or	college	jj	nn1	cc	nn1
12	high	school	parking	lot	jj	nn1	nn1	nn1
82	high	school	physical	education	jj	nn1	jj	nn1
22	high	school	player	in	jj	nn1	nn1	ii
19	high	school	player	of	jj	nn1	nn1	io
16	high	school	players	in	jj	nn1	nn2	ii
16	high	school	principal	and	jj	nn1	nn1	cc
37	high	school	science	teacher	jj	nn1	nn1	nn1
13	high	school	science	teachers	jj	nn1	nn1	nn2
18	high	school	senior	and	jj	nn1	jj	cc
12	high	school	senior	from	jj	nn1	nn1	ii
31	high	school	senior	in	jj	nn1	nn1	ii
28	high	school	senior	who	jj	nn1	nn1	pnqs
15	high	school	seniors	and	jj	nn1	nn2	cc
16	high	school	seniors	are	jj	nn1	nn2	vbr
14	high	school	seniors	from	jj	nn1	nn2	ii
13	high	school	seniors	in	jj	nn1	nn2	ii
34	high	school	seniors	who	jj	nn1	nn2	pnqs
14	high	school	she	was	jj	nn1	pphs1	vbdz
25	high	school	social	studies	jj	nn1	jj	nn2
12	high	school	student	and	jj	nn1	nn1	cc
45	high	school	student	in	jj	nn1	nn1	ii
35	high	school	student	who	jj	nn1	nn1	pnqs
82	high	school	students	and	jj	nn1	nn2	cc
82	high	school	students	are	jj	nn1	nn2	vbr
15	high	school	students	as	jj	nn1	nn2	csa
26	high	school	students	at	jj	nn1	nn2	ii
17	high	school	students	can	jj	nn1	nn2	vm
18	high	school	students	for	jj	nn1	nn2	if
51	high	school	students	from	jj	nn1	nn2	ii
16	high	school	students	had	jj	nn1	nn2	vhd
38	high	school	students	have	jj	nn1	nn2	vh0
154	high	school	students	in	jj	nn1	nn2	ii
12	high	school	students	is	jj	nn1	nn2	vbz
13	high	school	students	on	jj	nn1	nn2	ii
12	high	school	students	that	jj	nn1	nn2	cst
69	high	school	students	to	jj	nn1	nn2	to
23	high	school	students	to	jj	nn1	nn2	ii
36	high	school	students	were	jj	nn1	nn2	vbdr
103	high	school	students	who	jj	nn1	nn2	pnqs
12	high	school	students	will	jj	nn1	nn2	vm
39	high	school	students	with	jj	nn1	nn2	iw
30	high	school	sweetheart	and	jj	nn1	nn1	cc
35	high	school	teacher	and	jj	nn1	nn1	cc
12	high	school	teacher	from	jj	nn1	nn1	ii
27	high	school	teacher	in	jj	nn1	nn1	ii
28	high	school	teacher	who	jj	nn1	nn1	pnqs
36	high	school	teachers	and	jj	nn1	nn2	cc
13	high	school	teachers	to	jj	nn1	nn2	to
13	high	school	technology	education	jj	nn1	nn1	nn1
25	high	school	that	I	jj	nn1	cst	ppis1
14	high	school	this	year	jj	nn1	dd1	nnt1
15	high	school	to	a	jj	nn1	ii	at1
42	high	school	to	college	jj	nn1	ii	nn1
44	high	school	to	the	jj	nn1	ii	at
13	high	school	track	and	jj	nn1	nn1	cc
19	high	school	was	a	jj	nn1	vbdz	at1
26	high	school	when	he	jj	nn1	cs	pphs1
23	high	school	when	I	jj	nn1	cs	ppis1
38	high	school	with	a	jj	nn1	iw	at1
12	high	school	with	an	jj	nn1	iw	at1
17	high	school	with	the	jj	nn1	iw	at
15	high	school	years	in	jj	nn1	nnt2	ii
29	high	schools	across	the	jj	nn2	ii	at
57	high	schools	and	colleges	jj	nn2	cc	nn2
93	high	schools	in	the	jj	nn2	ii	at
22	high	score	on	the	jj	nn1	ii	at
53	high	scores	on	the	jj	nn2	ii	at
13	High	scores	on	the	jj	nn2	ii	at
14	high	side	of	the	jj	nn1	io	at
16	high	speed	until	smooth	jj	nn1	cs	jj
34	high	speed	with	an	jj	nn1	iw	at1
41	high	standard	of	living	jj	nn1	io	nn1
12	high	standards	of	deliciousness	jj	nn2	io	nn1
12	high	state	of	readiness	jj	nn1	io	nn1
14	high	temperatures	and	pressures	jj	nn2	cc	nn2
14	high	time	that	the	jj	nnt1	cst	at
19	high	time	that	we	jj	nnt1	cst	ppis2
19	high	value	on	the	jj	nn1	ii	at
12	high	walls	of	the	jj	nn2	io	at
12	high	water	mark	of	jj	nn1	nn1	io
12	high-frequency	sensorineural	hearing	loss	jj	jj	nn1	nn1
19	high-ranking	member	of	the	jj	nn1	io	at
19	high-ranking	members	of	the	jj	nn2	io	at
16	high-resolution	images	of	the	jj	nn2	io	at
29	him	a	hard	look	ppho1	at1	jj	nn1
53	him	a	hard	time	ppho1	at1	jj	nnt1
13	him	high	marks	for	ppho1	jj	nn2	if
36	him	in	high	school	ppho1	ii	jj	nn1
14	him	in	hot	water	ppho1	ii	jj	nn1
16	his	fellow	human	beings	appge	jj	jj	nn2
19	his	hard	work	and	appge	jj	nn1	cc
23	his	high	school	and	appge	jj	nn1	cc
13	his	high	school	basketball	appge	jj	nn1	nn1
21	his	high	school	career	appge	jj	nn1	nn1
21	his	high	school	class	appge	jj	nn1	nn1
39	his	high	school	coach	appge	jj	nn1	nn1
20	his	high	school	days	appge	jj	nn1	nnt2
26	his	high	school	diploma	appge	jj	nn1	nn1
16	his	high	school	equivalency	appge	jj	nn1	nn1
29	his	high	school	football	appge	jj	nn1	nn1
27	his	high	school	graduation	appge	jj	nn1	nn1
12	his	high	school	in	appge	jj	nn1	ii
90	his	high	school	sweetheart	appge	jj	nn1	nn1
21	his	high	school	team	appge	jj	nn1	nn1
14	his	high	school	yearbook	appge	jj	nn1	nn1
27	his	high	school	years	appge	jj	nn1	nnt2
29	his	hind	legs	and	appge	jj	nn2	cc
43	his	old	high	school	appge	jj	jj	nn1
15	Hispanic	and	Anglo	students	jj	cc	jj	nn2
12	Hispanic	Chamber	of	Commerce	jj	nn1	io	nn1
23	Hispanic	population	in	the	jj	nn1	ii	at
13	Histopathologic	examination	of	the	jj	nn1	io	at
15	historic	sites	in	the	jj	nn2	ii	at
18	historical	account	of	the	jj	nn1	io	at
13	historical	accounts	of	the	jj	nn2	io	at
22	historical	analysis	of	the	jj	nn1	io	at
22	historical	and	cultural	context	jj	cc	jj	nn1
19	historical	and	cultural	contexts	jj	cc	jj	nn2
12	historical	aspects	of	the	jj	nn2	io	at
12	historical	changes	in	the	jj	nn2	ii	at
22	historical	context	in	which	jj	nn1	ii	ddq
32	historical	context	of	the	jj	nn1	io	at
28	historical	development	of	the	jj	nn1	io	at
14	historical	figures	such	as	jj	nn2	ii21	ii22
12	historical	origins	of	the	jj	nn2	io	at
13	historical	overview	of	the	jj	nn1	io	at
17	historical	perspective	on	the	jj	nn1	ii	at
20	historical	record	of	the	jj	nn1	io	at
14	historical	roots	of	the	jj	nn2	io	at
28	historical	significance	of	the	jj	nn1	io	at
12	Historical	Society	and	the	jj	nn1	cc	at
25	Historical	Society	of	Pennsylvania	jj	nn1	io	np1
15	historical	study	of	the	jj	nn1	io	at
12	history	of	high	blood	nn1	io	jj	nn1
18	holding	company	that	owns	jj	nn1	cst	vvz
16	holistic	view	of	the	jj	nn1	io	at
14	holy	city	of	Mecca	jj	nn1	io	np1
25	holy	city	of	Najaf	jj	nn1	io	nn1
16	holy	city	of	Najaf	jj	nn1	io	np1
17	holy	city	of	Qom	jj	nn1	io	np1
12	holy	men	and	women	jj	nn2	cc	nn2
74	holy	month	of	Ramadan	jj	nnt1	io	nnt1
15	Holy	Spirit	as	the	jj	nn1	ii	at
25	Holy	Spirit	in	the	jj	nn1	ii	at
15	Holy	Spirit	is	the	jj	nn1	vbz	at
37	holy	war	against	the	jj	nn1	ii	at
18	home-court	advantage	in	the	jj	nn1	ii	at
40	home-equity	line	of	credit	jj	nn1	io	nn1
17	home-equity	lines	of	credit	jj	nn2	io	nn1
31	home-field	advantage	in	the	jj	nn1	ii	at
19	home-field	advantage	throughout	the	jj	nn1	ii	at
14	homeless	and	runaway	adolescents	jj	cc	jj	nn2
26	homeless	men	and	women	jj	nn2	cc	nn2
20	homeless	people	in	the	jj	nn	ii	at
16	homeless	people	on	the	jj	nn	ii	at
12	homeless	women	and	children	jj	nn2	cc	nn2
12	honest	look	at	the	jj	nn1	ii	at
24	honorable	mention	in	the	jj	nn1	ii	at
25	honorable	mention	went	to	jj	nn1	vvd	ii
20	honorable	thing	to	do	jj	nn1	to	vdi
39	honorary	chairman	of	the	jj	nn1	io	at
21	Honorary	Curator	in	Invertebrates	jj	nn1	ii	np1
37	honorary	member	of	the	jj	nn1	io	at
20	honored	television	news	magazine	jj	nn1	nn1	nn1
31	hot	and	cold	spots	jj	cc	jj	nn2
22	hot	and	cold	water	jj	cc	jj	nn1
12	hot	chocolate	in	the	jj	nn1	ii	at
21	hot	coals	or	high	jj	nn2	cc	jj
21	hot	coals	or	high	jj	nn2	cc	jj
32	hot	cup	of	coffee	jj	nn1	io	nn1
20	hot	dogs	and	hamburgers	jj	nn2	cc	nn2
14	hot	dogs	in	the	jj	nn2	ii	at
20	hot	flashes	and	night	jj	nn2	cc	nnt1
14	hot	flashes	and	other	jj	nn2	cc	jj
15	hot	knife	through	butter	jj	nn1	ii	nn1
135	hot	oil	in	a	jj	nn1	ii	at1
13	hot	or	cold	water	jj	cc	jj	nn1
12	hot	pepper	sauce	and	jj	nn1	nn1	cc
12	hot	pursuit	of	the	jj	nn1	io	at
36	hot	red	pepper	flakes	jj	jj	nn1	nn2
20	hot	red	pepper	sauce	jj	jj	nn1	nn1
18	hot	spot	in	the	jj	nn1	ii	at
21	hot	spots	around	the	jj	nn2	ii	at
26	hot	spots	in	the	jj	nn2	ii	at
13	hot	spots	such	as	jj	nn2	ii21	ii22
14	hot	summer	day	in	jj	nnt1	nnt1	ii
13	hot	tub	on	the	jj	nn1	ii	at
12	hot	tub	with	a	jj	nn1	iw	at1
14	hot	water	for	a	jj	nn1	if	at1
24	hot	water	from	the	jj	nn1	ii	at
12	hot	water	in	a	jj	nn1	ii	at1
32	hot	water	in	the	jj	nn1	ii	at
17	hot	water	into	the	jj	nn1	ii	at
17	hot	water	over	the	jj	nn1	ii	at
19	hours	of	hard	work	nnt2	io	jj	nn1
22	how	the	human	body	rrq	at	jj	nn1
14	how	the	human	brain	rrq	at	jj	nn1
12	huddled	masses	yearning	to	jj	nn2	vvg	to
23	huge	amount	of	energy	jj	nn1	io	nn1
87	huge	amount	of	money	jj	nn1	io	nn1
17	huge	amount	of	time	jj	nn1	io	nnt1
20	huge	amounts	of	data	jj	nn2	io	nn
14	huge	amounts	of	information	jj	nn2	io	nn1
130	huge	amounts	of	money	jj	nn2	io	nn1
17	huge	amounts	of	water	jj	nn2	io	nn1
20	huge	chunk	of	the	jj	nn1	io	at
13	huge	chunks	of	the	jj	nn2	io	at
15	huge	cloud	of	dust	jj	nn1	io	nn1
14	huge	difference	between	the	jj	nn1	ii	at
29	huge	difference	in	the	jj	nn1	ii	at
16	huge	effect	on	the	jj	nn1	ii	at
15	huge	expansion	of	the	jj	nn1	io	at
20	huge	fan	of	the	jj	nn1	io	at
18	huge	gap	between	the	jj	nn1	ii	at
34	huge	hole	in	the	jj	nn1	ii	at
53	huge	impact	on	the	jj	nn1	ii	at
33	huge	increase	in	the	jj	nn1	ii	at
44	huge	number	of	people	jj	nn1	io	nn
38	huge	numbers	of	people	jj	nn2	io	nn
12	huge	part	of	his	jj	nn1	io	appge
22	huge	part	of	my	jj	nn1	io	appge
14	huge	part	of	our	jj	nn1	io	appge
51	huge	part	of	the	jj	nn1	io	at
19	huge	portion	of	the	jj	nn1	io	at
12	huge	portions	of	the	jj	nn2	io	at
22	huge	role	in	the	jj	nn1	ii	at
29	huge	sigh	of	relief	jj	nn1	io	nn1
18	huge	smile	on	his	jj	nn1	ii	appge
13	huge	sum	of	money	jj	nn1	io	nn1
73	huge	sums	of	money	jj	nn2	io	nn1
12	human	activity	in	the	jj	nn1	ii	at
13	human	behavior	and	the	jj	nn1	cc	at
28	human	being	and	a	jj	nn1	cc	at1
17	human	being	and	not	jj	nn1	cc	xx
14	human	being	and	the	jj	nn1	cc	at
17	human	being	as	a	jj	nn1	ii	at1
26	human	being	can	be	jj	nn1	vm	vbi
14	human	being	has	a	jj	nn1	vhz	at1
13	human	being	in	a	jj	nn1	ii	at1
33	human	being	in	the	jj	nn1	ii	at
29	human	being	is	a	jj	nn1	vbz	at1
12	human	being	is	not	jj	nn1	vbz	xx
13	human	being	is	the	jj	nn1	vbz	at
13	human	being	is	to	jj	nn1	vbz	to
25	human	being	on	the	jj	nn1	ii	at
25	human	being	should	be	jj	nn1	vm	vbi
12	human	being	to	be	jj	nn1	to	vbi
23	human	being	who	has	jj	nn1	pnqs	vhz
16	human	being	who	is	jj	nn1	pnqs	vbz
12	human	being	with	a	jj	nn1	iw	at1
13	human	beings	and	machines	jj	nn2	cc	nn2
12	human	beings	and	not	jj	nn2	cc	xx
62	human	beings	and	the	jj	nn2	cc	at
31	human	beings	and	their	jj	nn2	cc	appge
12	human	beings	and	they	jj	nn2	cc	pphs2
15	human	beings	are	born	jj	nn2	vbr	vvn
17	human	beings	are	capable	jj	nn2	vbr	jj
29	human	beings	are	not	jj	nn2	vbr	xx
13	human	beings	are	the	jj	nn2	vbr	at
18	human	beings	can	be	jj	nn2	vm	vbi
26	human	beings	can	not	jj	nn2	vm	xx
12	human	beings	do	not	jj	nn2	vd0	xx
13	human	beings	from	the	jj	nn2	ii	at
26	human	beings	have	a	jj	nn2	vh0	at1
16	human	beings	have	been	jj	nn2	vh0	vbn
52	human	beings	in	the	jj	nn2	ii	at
20	human	beings	on	the	jj	nn2	ii	at
18	human	beings	to	be	jj	nn2	to	vbi
18	human	beings	to	the	jj	nn2	ii	at
28	human	beings	who	are	jj	nn2	pnqs	vbr
14	human	beings	who	have	jj	nn2	pnqs	vh0
19	human	body	and	the	jj	nn1	cc	at
13	human	body	as	a	jj	nn1	ii	at1
15	human	body	is	a	jj	nn1	vbz	at1
13	human	cost	of	the	jj	nn1	io	at
16	human	development	and	family	jj	nn1	cc	nn1
14	human	dignity	and	the	jj	nn1	cc	at
12	human	dimension	of	the	jj	nn1	io	at
50	human	embryonic	stem	cell	jj	jj	nn1	nn1
83	human	embryonic	stem	cells	jj	jj	nn1	nn2
36	human	face	on	the	jj	nn1	ii	at
15	Human	Genome	Project	and	jj	nn1	nn1	cc
15	Human	Genome	Research	Institute	jj	nn1	nn1	nn1
18	human	growth	and	development	jj	nn1	cc	nn1
21	human	growth	hormone	and	jj	nn1	nn1	cc
13	human	health	and	environmental	jj	nn1	cc	jj
104	human	health	and	the	jj	nn1	cc	at
24	human	health	or	the	jj	nn1	cc	at
18	human	impact	on	the	jj	nn1	ii	at
17	human	life	and	the	jj	nn1	cc	at
12	human	life	as	a	jj	nn1	ii	at1
24	human	life	in	the	jj	nn1	ii	at
36	human	nature	and	the	jj	nn1	cc	at
13	human	nature	as	a	jj	nn1	ii	at1
18	human	nature	to	be	jj	nn1	to	vbi
13	Human	Participant	Protection	This	jj	nn1	nn1	dd1
13	human	person	and	the	jj	nn1	cc	at
19	human	point	of	view	jj	nn1	io	nn1
14	human	presence	in	the	jj	nn1	ii	at
18	human	resources	for	the	jj	nn2	if	at
50	human	rights	abuses	and	jj	nn2	nn2	cc
32	human	rights	abuses	by	jj	nn2	vvz	ii
14	human	rights	abuses	committed	jj	nn2	nn2	vvn
78	human	rights	abuses	in	jj	nn2	vvz	ii
17	human	rights	abuses	of	jj	nn2	nn2	io
16	human	rights	abuses	that	jj	nn2	vvz	cst
15	human	rights	activist	and	jj	nn2	nn1	cc
12	human	rights	activist	who	jj	nn2	nn1	pnqs
23	human	rights	activists	and	jj	nn2	nn2	cc
13	human	rights	advocates	and	jj	nn2	nn2	cc
14	human	rights	and	a	jj	nn2	cc	at1
12	human	rights	and	civil	jj	nn2	cc	jj
61	human	rights	and	democracy	jj	nn2	cc	nn1
12	Human	Rights	and	Democratic	jj	nn2	cc	jj
13	human	rights	and	economic	jj	nn2	cc	jj
12	human	rights	and	freedom	jj	nn2	cc	nn1
22	human	rights	and	freedoms	jj	nn2	cc	nn2
46	human	rights	and	fundamental	jj	nn2	cc	jj
18	human	rights	and	human	jj	nn2	cc	jj
18	human	rights	and	human	jj	nn2	cc	jj
17	human	rights	and	humanitarian	jj	nn2	cc	jj
17	human	rights	and	humanitarian	jj	nn2	cc	jj
12	human	rights	and	international	jj	nn2	cc	jj
12	human	rights	and	other	jj	nn2	cc	jj
12	human	rights	and	political	jj	nn2	cc	jj
82	human	rights	and	the	jj	nn2	cc	at
22	Human	Rights	and	the	jj	nn2	cc	at
13	human	rights	and	trade	jj	nn2	cc	nn1
12	human	rights	around	the	jj	nn2	ii	at
20	human	rights	as	a	jj	nn2	ii	at1
18	Human	Rights	Campaign	Fund	jj	nn2	vv0	nn1
45	human	rights	groups	and	jj	nn2	nn2	cc
20	human	rights	groups	have	jj	nn2	nn2	vh0
12	Human	rights	groups	have	jj	nn2	nn2	vh0
14	human	rights	groups	in	jj	nn2	nn2	ii
29	human	rights	groups	say	jj	nn2	nn2	vv0
17	Human	rights	groups	say	jj	nn2	nn2	vv0
14	human	rights	groups	that	jj	nn2	nn2	cst
18	human	rights	have	been	jj	nn2	vh0	vbn
31	human	rights	in	China	jj	nn2	ii	np1
12	human	rights	in	general	jj	nn2	rr21	rr22
85	human	rights	in	the	jj	nn2	ii	at
15	human	rights	is	a	jj	nn2	vbz	at1
14	human	rights	of	all	jj	nn2	io	db
37	human	rights	of	the	jj	nn2	io	at
18	human	rights	organizations	and	jj	nn2	nn2	cc
13	human	rights	organizations	have	jj	nn2	nn2	vh0
27	human	rights	record	and	jj	nn2	nn1	cc
12	human	rights	record	in	jj	nn2	vv0	ii
22	human	rights	situation	in	jj	nn2	nn1	ii
44	human	rights	violations	and	jj	nn2	nn2	cc
12	human	rights	violations	are	jj	nn2	nn2	vbr
18	human	rights	violations	by	jj	nn2	nn2	ii
21	human	rights	violations	committed	jj	nn2	nn2	vvn
64	human	rights	violations	in	jj	nn2	nn2	ii
14	human	rights	violations	of	jj	nn2	nn2	io
13	human	rights	violations	that	jj	nn2	nn2	cst
24	Human	Rights	Watch	and	jj	nn2	vv0	cc
12	Human	Rights	Watch	Asia	jj	nn2	vv0	np1
19	Human	Rights	Watch	has	jj	nn2	nn1	vhz
19	Human	Rights	Watch	in	jj	nn2	vv0	ii
25	Human	Rights	Watch	report	jj	nn2	vv0	nn1
19	Human	Rights	Watch	says	jj	nn2	nn1	vvz
12	human	rights	will	be	jj	nn2	vm	vbi
12	human	sacrifice	and	cannibalism	jj	nn1	cc	nn1
26	Human	Services	and	the	jj	nn2	cc	at
20	Human	Services	Secretary	Kathleen	jj	nn2	np1	np1
21	Human	Services	Secretary	Tommy	jj	nn2	np1	np1
23	human	side	of	the	jj	nn1	io	at
117	Humane	Society	of	the	jj	nn1	io	at
15	humanitarian	aid	to	the	jj	nn1	ii	at
15	humanitarian	assistance	to	the	jj	nn1	ii	at
12	humanitarian	crisis	in	the	jj	nn1	ii	at
15	Humpty	Dumpty	back	together	jj	nn1	rp	rl
23	hypothetical	absence	of	diabetes	jj	nn1	io	nn1
23	hypothetical	victory	margin	is	jj	nn1	nn1	vbz
19	I	finished	high	school	ppis1	vvd	jj	nn1
25	I	graduated	high	school	ppis1	vvd	jj	nn1
13	I	have	high	hopes	ppis1	vh0	jj	nn2
13	I	teach	high	school	ppis1	vv0	jj	nn1
18	idea	of	human	rights	nn1	io	jj	nn2
12	impact	on	human	health	nn1	ii	jj	nn1
12	impacts	on	human	health	nn2	ii	jj	nn1
12	importance	of	hard	work	nn1	io	jj	nn1
12	improve	its	human	rights	vvi	appge	jj	nn2
18	improve	the	human	condition	vvi	at	jj	nn1
51	in	a	halfway	house	ii	at1	jj	nn1
12	in	a	haphazard	manner	ii	at1	jj	nn1
18	in	a	harsh	whisper	ii	at1	jj	nn1
14	in	a	haunted	house	ii	at1	jj	nn1
18	in	a	Hawaiian	shirt	ii	at1	jj	nn1
22	in	a	head-on	collision	ii	at1	jj	nn1
12	in	a	healthy	environment	ii	at1	jj	nn1
42	in	a	healthy	way	ii	at1	jj	nn1
12	in	a	heavy	pot	ii	at1	jj	nn1
75	in	a	heavy	saucepan	ii	at1	jj	nn1
12	In	a	heavy	saucepan	ii	at1	jj	nn1
35	in	a	heavy	skillet	ii	at1	jj	nn1
24	in	a	high	chair	ii	at1	jj	nn1
12	in	a	high	profile	ii	at1	jj	nn1
168	in	a	high	school	ii	at1	jj	nn1
13	In	a	high	school	ii	at1	jj	nn1
21	in	a	high	state	ii	at1	jj	nn1
13	in	a	high	voice	ii	at1	jj	nn1
27	in	a	high	wind	ii	at1	jj	nn1
12	in	a	high-backed	chair	ii	at1	jj	nn1
17	in	a	high-pitched	voice	ii	at1	jj	nn1
12	in	a	high-speed	chase	ii	at1	jj	nn1
34	in	a	historical	context	ii	at1	jj	nn1
13	in	a	hit-and-run	accident	ii	at1	jj	nn1
22	in	a	hoarse	voice	ii	at1	jj	nn1
26	in	a	hoarse	whisper	ii	at1	jj	nn1
36	in	a	holding	cell	ii	at1	jj	nn1
55	in	a	holding	pattern	ii	at1	jj	nn1
12	in	a	holistic	way	ii	at1	jj	nn1
21	in	a	holy	war	ii	at1	jj	nn1
54	in	a	homeless	shelter	ii	at1	jj	nn1
16	in	a	horizontal	position	ii	at1	jj	nn1
18	in	a	horse-drawn	carriage	ii	at1	jj	nn1
49	in	a	hostile	environment	ii	at1	jj	nn1
18	in	a	hostile	world	ii	at1	jj	nn1
24	in	a	hot	air	ii	at1	jj	nn1
26	in	a	hot	bath	ii	at1	jj	nn1
12	in	a	hot	climate	ii	at1	jj	nn1
24	in	a	hot	oven	ii	at1	jj	nn1
13	in	a	hot	pan	ii	at1	jj	nn1
14	in	a	hot	skillet	ii	at1	jj	nn1
81	in	a	hot	tub	ii	at1	jj	nn1
27	in	a	hot-air	balloon	ii	at1	jj	nn1
13	in	a	huge	way	ii	at1	jj	nn1
22	in	a	human	being	ii	at1	jj	nn1
25	in	a	human	body	ii	at1	jj	nn1
13	in	a	humane	way	ii	at1	jj	nn1
45	in	a	hung	jury	ii	at1	jj	nn1
20	in	a	hushed	tone	ii	at1	jj	nn1
49	in	a	hushed	voice	ii	at1	jj	nn1
25	in	a	husky	voice	ii	at1	jj	nn1
12	in	American	high	schools	ii	jj	jj	nn2
21	in	an	honest	way	ii	at1	jj	nn1
15	in	every	human	being	ii	at1	jj	nn1
15	in	heavy	episodic	drinking	ii	jj	jj	nn1
12	in	heavy	rotation	on	ii	jj	nn1	ii
12	in	her	high	chair	ii	appge	jj	nn1
18	in	her	high	heels	ii	appge	jj	nn2
33	in	her	high	school	ii	appge	jj	nn1
20	in	high	heels	and	ii	jj	nn2	cc
26	in	high	levels	of	ii	jj	nn2	io
13	in	high	rates	of	ii	jj	nn2	io
526	in	high	school	and	ii	jj	nn1	cc
21	in	high	school	are	ii	jj	nn1	vbr
23	in	high	school	at	ii	jj	nn1	ii
17	in	high	school	athletics	ii	jj	nn1	nn1
13	in	high	school	basketball	ii	jj	nn1	nn1
21	in	high	school	because	ii	jj	nn1	cs
30	in	high	school	but	ii	jj	nn1	ccb
12	in	high	school	by	ii	jj	nn1	ii
28	In	high	school	he	ii	jj	nn1	pphs1
22	in	high	school	he	ii	jj	nn1	pphs1
39	In	high	school	I	ii	jj	nn1	ppis1
33	in	high	school	I	ii	jj	nn1	ppis1
98	in	high	school	in	ii	jj	nn1	ii
22	in	high	school	is	ii	jj	nn1	vbz
73	in	high	school	or	ii	jj	nn1	cc
15	in	high	school	physical	ii	jj	nn1	jj
18	In	high	school	she	ii	jj	nn1	pphs1
15	in	high	school	she	ii	jj	nn1	pphs1
36	in	high	school	sports	ii	jj	nn1	nn2
17	in	high	school	students	ii	jj	nn1	nn2
50	in	high	school	that	ii	jj	nn1	cst
26	in	high	school	to	ii	jj	nn1	to
14	in	high	school	to	ii	jj	nn1	ii
32	in	high	school	was	ii	jj	nn1	vbdz
14	in	high	school	were	ii	jj	nn1	vbdr
65	in	high	school	when	ii	jj	nn1	cs
39	in	high	school	who	ii	jj	nn1	pnqs
29	in	high	school	with	ii	jj	nn1	iw
29	in	high	schools	and	ii	jj	nn2	cc
13	in	high	schools	in	ii	jj	nn2	ii
14	in	his	high	chair	ii	appge	jj	nn1
66	in	his	high	school	ii	appge	jj	nn1
117	in	hot	oil	in	ii	jj	nn1	ii
57	in	hot	pursuit	of	ii	jj	nn1	io
26	in	hot	water	and	ii	jj	nn1	cc
44	in	hot	water	for	ii	jj	nn1	if
15	in	hot	water	to	ii	jj	nn1	to
12	in	hot	water	until	ii	jj	nn1	cs
20	in	hot	water	with	ii	jj	nn1	iw
15	in	human	history	and	ii	jj	nn1	cc
15	in	human	life	and	ii	jj	nn1	cc
14	in	human	rights	and	ii	jj	nn2	cc
123	in	junior	high	school	ii	jj	jj	nn1
18	In	junior	high	school	ii	jj	jj	nn1
70	in	my	high	school	ii	appge	jj	nn1
26	in	my	humble	opinion	ii	appge	jj	nn1
16	In	my	humble	opinion	ii	appge	jj	nn1
17	in	our	high	school	ii	appge	jj	nn1
25	in	our	high	schools	ii	appge	jj	nn2
14	in	public	high	schools	rr21	rr22	jj	nn2
12	in	the	habitable	zone	ii	at	jj	nn1
24	in	the	hard	sciences	ii	at	jj	nn2
12	in	the	hard	times	ii	at	jj	nnt2
12	in	the	hard	work	ii	at	jj	nn1
23	in	the	harsh	light	ii	at	jj	nn1
12	in	the	heady	days	ii	at	jj	nnt2
12	in	the	heavy	air	ii	at	jj	nn1
33	in	the	Hebrew	Bible	ii	at	jj	nn1
18	in	the	high	chair	ii	at	jj	nn1
78	in	the	high	country	ii	at	jj	nn1
37	in	the	high	desert	ii	at	jj	nn1
22	in	the	high	grass	ii	at	jj	nn1
54	in	the	high	jump	ii	at	jj	nn1
18	in	the	high	mountains	ii	at	jj	nn2
194	in	the	high	school	ii	at	jj	nn1
13	in	the	High	School	ii	at	jj	nn1
35	in	the	high	schools	ii	at	jj	nn2
13	in	the	high	teens	ii	at	jj	nn2
19	in	the	high-tech	industry	ii	at	jj	nn1
17	in	the	Hindu	Kush	ii	at	jj	nn1
41	in	the	Hispanic	community	ii	at	jj	nn1
45	in	the	historic	district	ii	at	jj	nn1
13	in	the	historical	context	ii	at	jj	nn1
12	in	the	historical	profession	ii	at	jj	nn1
45	in	the	historical	record	ii	at	jj	nn1
14	in	the	holding	cell	ii	at	jj	nn1
36	in	the	holy	city	ii	at	jj	nn1
158	in	the	Holy	Land	ii	at	jj	nn1
13	in	the	holy	places	ii	at	jj	nn2
39	in	the	Holy	Spirit	ii	at	jj	nn1
16	in	the	homologous	blood	ii	at	jj	nn1
14	in	the	horizontal	plane	ii	at	jj	nn1
13	in	the	hot	oil	ii	at	jj	nn1
98	in	the	hot	seat	ii	at	jj	nn1
13	in	the	hot	springs	ii	at	jj	nn2
22	in	the	hot	summer	ii	at	jj	nnt1
122	in	the	hot	sun	ii	at	jj	nn1
78	in	the	hot	tub	ii	at	jj	nn1
36	in	the	hot	water	ii	at	jj	nn1
13	in	the	hot	wind	ii	at	jj	nn1
12	in	the	Hualien	area	ii	at	jj	nn1
15	in	the	human	being	ii	at	jj	nn1
161	in	the	human	body	ii	at	jj	nn1
45	in	the	human	brain	ii	at	jj	nn1
48	in	the	human	condition	ii	at	jj	nn1
15	in	the	human	diet	ii	at	jj	nn1
34	in	the	human	genome	ii	at	jj	nn1
13	in	the	Human	Genome	ii	at	jj	nn1
30	in	the	human	heart	ii	at	jj	nn1
15	in	the	Human	Male	ii	at	jj	nn1
25	in	the	human	mind	ii	at	jj	nn1
28	in	the	human	population	ii	at	jj	nn1
