7	a	bagel	with	cream	cheese	at1	nn1	iw	jj	nn1
12	the	central	region	of	the	at	jj	nn1	io	at
6	the	central	role	in	the	at	jj	nn1	ii	at
19	the	central	role	of	the	at	jj	nn1	io	at
9	the	central	section	of	the	at	jj	nn1	io	at
6	the	central	Serbian	town	of	at	jj	jj	nn1	io
7	the	central	square	of	the	at	jj	nn1	io	at
7	the	central	tenet	of	the	at	jj	nn1	io	at
6	the	central	tenets	of	the	at	jj	nn2	io	at
6	the	central	theme	of	his	at	jj	nn1	io	appge
21	the	central	theme	of	the	at	jj	nn1	io	at
9	The	central	theme	of	the	at	jj	nn1	io	at
5	the	central	theme	of	this	at	jj	nn1	io	dd1
7	the	central	themes	of	the	at	jj	nn2	io	at
5	the	centrist	Democratic	Leadership	Council	at	jj	jj	nn1	nn1
5	the	Certified	Financial	Planner	Board	at	jj	jj	nn1	nn1
6	the	chain-link	fence	around	the	at	jj	nn1	ii	at
57	the	chairman	and	chief	executive	at	nn1	cc	jj	nn1
5	The	chairman	and	chief	executive	at	nn1	cc	jj	nn1
7	the	changed	nature	of	the	at	jj	nn1	io	at
10	the	changing	character	of	the	at	jj	nn1	io	at
6	the	changing	demands	of	the	at	jj	nn2	io	at
17	the	changing	demographics	of	the	at	jj	nn1	io	at
6	the	changing	face	of	America	at	jj	nn1	io	np1
5	the	Changing	Face	of	America	at	jj	nn1	io	np1
16	the	changing	face	of	the	at	jj	nn1	io	at
6	The	Changing	Face	of	the	at	jj	nn1	io	at
6	the	changing	fortunes	of	the	at	jj	nn2	io	at
5	the	changing	health	care	environment	at	jj	nn1	nn1	nn1
5	the	changing	nature	of	international	at	jj	nn1	io	jj
50	the	changing	nature	of	the	at	jj	nn1	io	at
8	The	changing	nature	of	the	at	jj	nn1	io	at
5	the	changing	nature	of	their	at	jj	nn1	io	appge
18	the	changing	needs	of	the	at	jj	nn2	io	at
6	the	changing	political	climate	in	at	jj	jj	nn1	ii
7	the	changing	role	of	the	at	jj	nn1	io	at
5	The	Changing	Role	of	the	at	jj	nn1	io	at
16	the	changing	role	of	women	at	jj	nn1	io	nn2
7	the	changing	shape	of	the	at	jj	nn1	io	at
10	the	charismatic	leader	of	the	at	jj	nn1	io	at
8	the	charred	remains	of	the	at	jj	nn2	io	at
6	the	Chechen	capital	Grozny	remained	at	jj	nn1	nn1	vvd
9	the	Chechen	capital	of	Grozny	at	jj	nn1	io	nn1
8	the	Chechen	capital	of	Grozny	at	jj	nn1	io	np1
5	the	chemical	building	blocks	of	at	jj	nn1	nn2	io
39	the	chemical	composition	of	the	at	jj	nn1	io	at
6	the	chemical	industry	in	the	at	jj	nn1	ii	at
17	the	chief	architect	of	the	at	jj	nn1	io	at
9	the	chief	architects	of	the	at	jj	nn2	io	at
6	the	chief	author	of	the	at	jj	nn1	io	at
6	the	chief	cause	of	the	at	jj	nn1	io	at
5	the	chief	clerk	of	the	at	jj	nn1	io	at
12	the	chief	counsel	for	the	at	jj	nn1	if	at
7	the	chief	counsel	to	the	at	jj	nn1	ii	at
5	the	chief	curator	at	the	at	jj	nn1	ii	at
6	the	chief	curator	of	the	at	jj	nn1	io	at
9	the	chief	economist	at	the	at	jj	nn1	ii	at
12	the	chief	economist	of	the	at	jj	nn1	io	at
6	the	chief	engineer	of	the	at	jj	nn1	io	at
20	the	chief	executive	of	a	at	jj	nn1	io	at1
71	the	chief	executive	of	the	at	jj	nn1	io	at
9	the	Chief	Executive	of	the	at	jj	nn1	io	at
8	The	Chief	Executive	of	the	at	jj	nn1	io	at
15	the	chief	executive	officer	and	at	jj	nn1	nn1	cc
83	the	chief	executive	officer	of	at	jj	nn1	nn1	io
6	The	chief	executive	officer	of	at	jj	nn1	nn1	io
10	the	chief	executive	officers	of	at	jj	nn1	nn2	io
10	the	chief	executives	of	the	at	jj	nn2	io	at
5	the	chief	financial	officer	and	at	jj	jj	nn1	cc
5	the	chief	financial	officer	at	at	jj	jj	nn1	ii
5	the	chief	financial	officer	for	at	jj	jj	nn1	if
22	the	chief	financial	officer	of	at	jj	jj	nn1	io
5	The	chief	financial	officer	of	at	jj	jj	nn1	io
7	the	chief	investigator	for	the	at	jj	nn1	if	at
17	the	chief	judge	of	the	at	jj	nn1	io	at
6	the	Chief	Judge	of	the	at	jj	nn1	io	at
55	the	chief	justice	of	the	at	jj	nn1	io	at
8	the	Chief	Justice	of	the	at	jj	nn1	io	at
38	the	chief	law	enforcement	officer	at	jj	nn1	nn1	nn1
12	the	chief	lobbyist	for	the	at	jj	nn1	if	at
6	the	chief	medical	examiner	of	at	jj	jj	nn1	io
9	the	chief	medical	officer	of	at	jj	jj	nn1	io
6	the	chief	minister	of	the	at	jj	nn1	io	at
8	the	chief	operating	officer	at	at	jj	nn1	nn1	ii
5	the	chief	operating	officer	for	at	jj	nn1	nn1	if
36	the	chief	operating	officer	of	at	jj	nn1	nn1	io
5	the	chief	priest	of	the	at	jj	nn1	io	at
5	the	chief	prosecutor	in	the	at	jj	nn1	ii	at
7	the	chief	prosecutor	of	the	at	jj	nn1	io	at
6	the	chief	scientist	for	the	at	jj	nn1	if	at
9	the	chief	scientist	of	the	at	jj	nn1	io	at
20	the	chief	spokesman	for	the	at	jj	nn1	if	at
5	the	chief	spokesman	of	the	at	jj	nn1	io	at
7	the	chief	sponsor	of	the	at	jj	nn1	io	at
9	the	chief	strategist	for	the	at	jj	nn1	if	at
11	the	chief	suspect	in	the	at	jj	nn1	ii	at
5	the	chief	technology	officer	at	at	jj	nn1	nn1	ii
5	the	Chihuly	Bridge	of	Glass	at	jj	nn1	io	np1
7	the	chilly	waters	of	the	at	jj	nn2	io	at
5	the	Chinese	Academy	of	Sciences	at	jj	nn1	io	nn2
5	the	Chinese	American	Voter	Education	at	jj	jj	nn1	nn1
25	the	Chinese	embassy	in	Belgrade	at	jj	nn1	ii	np1
7	the	Chinese	Embassy	in	Belgrade	at	jj	nn1	ii	np1
5	the	Chinese	Family	Assessment	Instrument	at	jj	nn1	nn1	nn1
6	the	Chinese	government	and	people	at	jj	nn1	cc	nn
5	The	Chinese	government	and	people	at	jj	nn1	cc	nn
10	the	Chinese	government	and	the	at	jj	nn1	cc	at
7	the	Chinese	government	does	not	at	jj	nn1	vdz	xx
9	the	Chinese	government	has	been	at	jj	nn1	vhz	vbn
5	The	Chinese	government	has	been	at	jj	nn1	vhz	vbn
5	the	Chinese	government	has	not	at	jj	nn1	vhz	xx
5	the	Chinese	government	tried	to	at	jj	nn1	vvd	to
7	the	Chinese	people	and	the	at	jj	nn	cc	at
7	the	Chinese	Perceived	Causes	of	at	jj	jj	nn2	io
5	the	Chinese	side	of	the	at	jj	nn1	io	at
17	the	Chinese	version	of	the	at	jj	nn1	io	at
5	the	choppy	waters	of	the	at	jj	nn2	io	at
5	the	Christian	Broadcasting	Network	and	at	jj	nn1	nn1	cc
7	the	Christian	Coalition	and	other	at	jj	nn1	cc	jj
13	the	Christian	Coalition	and	the	at	jj	nn1	cc	at
8	the	Christian	Democrats	and	the	at	jj	nn2	cc	at
5	the	Christian	faith	and	the	at	jj	nn1	cc	at
5	the	Christian	faith	in	the	at	jj	nn1	ii	at
5	the	Christian	point	of	view	at	jj	nn1	io	nn1
10	the	Christian	right	and	the	at	jj	nn1	cc	at
12	the	Christian	thing	to	do	at	jj	nn1	to	vdi
5	the	Christian	virtue	of	hope	at	jj	nn1	io	nn1
5	the	circular	drive	in	front	at	jj	nn1	ii31	ii32
5	the	civic	life	of	the	at	jj	nn1	io	at
5	the	civil	and	political	rights	at	jj	cc	jj	nn2
5	the	Civil	Rights	Act	and	at	jj	nn2	nn1	cc
7	the	Civil	Rights	Act	in	at	jj	nn2	vv0	ii
45	the	Civil	Rights	Act	of	at	jj	nn2	nn1	io
8	The	Civil	Rights	Act	of	at	jj	nn2	nn1	io
5	the	civil	rights	and	anti-war	at	jj	nn2	cc	jj
6	the	civil	rights	and	antiwar	at	jj	nn2	cc	vv0
7	the	civil	rights	bill	and	at	jj	nn2	nn1	cc
6	the	Civil	Rights	Bill	and	at	jj	nn2	npx	cc
6	the	civil	rights	bill	was	at	jj	nn2	nn1	vbdz
12	the	civil	rights	division	of	at	jj	nn2	nn1	io
5	the	civil	rights	era	and	at	jj	nn2	nn1	cc
5	the	civil	rights	era	of	at	jj	nn2	nn1	io
5	the	civil	rights	laws	and	at	jj	nn2	nn2	cc
5	the	civil	rights	laws	of	at	jj	nn2	nn2	io
5	the	civil	rights	leader	and	at	jj	nn2	nn1	cc
91	the	civil	rights	movement	and	at	jj	nn2	nn1	cc
12	the	Civil	Rights	Movement	and	at	jj	nn2	nn1	cc
6	the	civil	rights	movement	as	at	jj	nn2	nn1	ii
6	the	civil	rights	movement	began	at	jj	nn2	nn1	vvd
9	the	civil	rights	movement	for	at	jj	nn2	nn1	if
13	the	civil	rights	movement	had	at	jj	nn2	nn1	vhd
8	the	civil	rights	movement	has	at	jj	nn2	nn1	vhz
7	the	civil	rights	movement	have	at	jj	nn2	nn1	vh0
59	the	civil	rights	movement	in	at	jj	nn2	nn1	ii
6	the	Civil	Rights	Movement	in	at	jj	nn2	nn1	ii
13	the	civil	rights	movement	is	at	jj	nn2	nn1	vbz
45	the	civil	rights	movement	of	at	jj	nn2	nn1	io
9	the	Civil	Rights	movement	of	at	jj	nn2	nn1	io
5	the	Civil	Rights	Movement	of	at	jj	nn2	nn1	io
26	the	civil	rights	movement	that	at	jj	nn2	nn1	cst
8	the	civil	rights	movement	to	at	jj	nn2	nn1	ii
7	the	civil	rights	movement	to	at	jj	nn2	nn1	to
31	the	civil	rights	movement	was	at	jj	nn2	nn1	vbdz
9	The	civil	rights	movement	was	at	jj	nn2	nn1	vbdz
7	the	Civil	Rights	Movement	was	at	jj	nn2	nn1	vbdz
12	the	civil	rights	movement	were	at	jj	nn2	nn1	vbdr
5	the	civil	rights	movement	with	at	jj	nn2	nn1	iw
5	the	civil	rights	movements	of	at	jj	nn2	nn2	io
8	the	civil	rights	of	all	at	jj	nn2	io	db
5	the	civil	rights	of	blacks	at	jj	nn2	io	nn2
5	the	civil	rights	of	Rodney	at	jj	nn2	io	np1
28	the	civil	rights	of	the	at	jj	nn2	io	at
6	the	Civil	Rights	Project	at	at	jj	nn2	nn1	ii
7	the	civil	rights	struggle	and	at	jj	nn2	nn1	cc
7	the	civil	rights	struggle	in	at	jj	nn2	vv0	ii
10	the	civil	rights	struggles	of	at	jj	nn2	nn2	io
7	the	civil	service	and	the	at	jj	nn1	cc	at
5	the	civil	unrest	was	the	at	jj	nn1	vbdz	at
10	the	Civil	War	and	the	at	jj	nn1	cc	at
7	the	civil	war	and	the	at	jj	nn1	cc	at
5	the	civil	war	as	a	at	jj	nn1	ii	at1
11	the	civil	war	between	the	at	jj	nn1	ii	at
6	the	civil	war	broke	out	at	jj	nn1	vvd	rp
8	the	civil	war	in	Bosnia	at	jj	nn1	ii	np1
8	the	civil	war	in	El	at	jj	nn1	ii	np1
5	the	civil	war	in	Ethiopia	at	jj	nn1	ii	np1
6	the	civil	war	in	Iraq	at	jj	nn1	ii	np1
5	the	civil	war	in	Lebanon	at	jj	nn1	ii	np1
5	the	civil	war	in	Liberia	at	jj	nn1	ii	np1
5	the	civil	war	in	Sudan	at	jj	nn1	ii	np1
5	the	civil	war	in	Tajikistan	at	jj	nn1	ii	np1
16	the	civil	war	in	the	at	jj	nn1	ii	at
6	the	civil	war	in	Yemen	at	jj	nn1	ii	np1
5	the	civil	war	that	broke	at	jj	nn1	cst	vvd
5	the	civil	war	that	followed	at	jj	nn1	cst	vvd
5	the	civil	war	to	an	at	jj	nn1	ii	at1
7	the	civil	wars	of	the	at	jj	nn2	io	at
5	the	civil-rights	movement	and	the	at	jj	nn1	cc	at
6	the	civilian	administrative	arm	of	at	jj	jj	nn1	io
9	the	Civilian	Complaint	Review	Board	at	jj	nn1	nn1	nn1
7	the	civilian	criminal	justice	system	at	jj	jj	nn1	nn1
7	the	civilian	criminal	justice	system	at	jj	jj	nn1	nn1
5	the	civilian	government	and	the	at	jj	nn1	cc	at
7	the	civilian	government	that	succeeded	at	jj	nn1	cst	vvd
5	the	Civilian	Health	and	Medical	at	jj	nn1	cc	jj
9	the	civilian	side	of	the	at	jj	nn1	io	at
10	The	classic	example	is	the	at	jj	nn1	vbz	at
5	the	classic	example	of	a	at	jj	nn1	io	at1
7	the	classic	example	of	the	at	jj	nn1	io	at
7	The	Classic	Party	Fare	Cookbook	at	jj	nn1	vv0	nn1
7	the	classic	sense	of	the	at	jj	nn1	io	at
5	the	classical	sense	of	the	at	jj	nn1	io	at
7	the	classified	section	of	the	at	jj	nn1	io	at
12	the	Clean	Air	and	Clean	at	jj	nn1	cc	jj
12	the	Clean	Air	and	Clean	at	jj	nn1	cc	jj
7	the	clean	air	and	water	at	jj	nn1	cc	nn1
5	the	Clean	and	Safe	Energy	at	jj	cc	jj	nn1
5	the	clean	lines	of	the	at	jj	nn2	io	at
29	the	clear	and	present	danger	at	jj	cc	jj	nn1
9	The	clear	implication	is	that	at	jj	nn1	vbz	cst
5	the	clear	intent	of	the	at	jj	nn1	io	at
5	the	clear	language	of	the	at	jj	nn1	io	at
5	the	clear	light	of	the	at	jj	nn1	io	at
6	the	climactic	moment	of	the	at	jj	nn1	io	at
7	the	clinical	course	of	the	at	jj	nn1	io	at
6	the	clinical	range	on	the	at	jj	nn1	ii	at
6	the	clinical	significance	of	the	at	jj	nn1	io	at
7	the	clinical	utility	of	the	at	jj	nn1	io	at
8	the	close	association	between	the	at	jj	nn1	ii	at
9	the	close	connection	between	the	at	jj	nn1	ii	at
11	the	close	personal	relationship	model	at	jj	jj	nn1	nn1
20	the	close	relationship	between	the	at	jj	nn1	ii	at
5	the	close	ties	between	the	at	jj	nn2	ii	at
7	the	closed	door	of	her	at	jj	nn1	io	appge
9	the	closed	door	of	his	at	jj	nn1	io	appge
17	the	closed	door	of	the	at	jj	nn1	io	at
5	the	closed	door	to	the	at	jj	nn1	ii	at
16	the	closed	doors	of	the	at	jj	nn2	io	at
8	the	closed	nature	of	the	at	jj	nn1	io	at
10	the	closing	dates	for	entries	at	jj	nn2	if	nn2
38	the	closing	days	of	the	at	jj	nnt2	io	at
7	the	closing	days	of	this	at	jj	nnt2	io	dd1
7	the	closing	decades	of	the	at	jj	nnt2	io	at
7	the	closing	down	of	the	at	jj	nn1	io	at
5	the	closing	hours	of	the	at	jj	nnt2	io	at
5	the	closing	months	of	the	at	jj	nnt2	io	at
5	the	closing	seconds	of	the	at	jj	nnt2	io	at
14	the	closing	weeks	of	the	at	jj	nnt2	io	at
13	the	closing	years	of	the	at	jj	nnt2	io	at
7	the	clustered	sector	allocation	mechanism	at	jj	nn1	nn1	nn1
7	the	coastal	plain	of	the	at	jj	nn1	io	at
6	the	coastal	waters	of	the	at	jj	nn2	io	at
5	the	cochlea	or	cochlear	nerve	at	nn1	cc	jj	nn1
6	the	coercive	nature	of	the	at	jj	nn1	io	at
13	the	coercive	power	of	the	at	jj	nn1	io	at
5	the	coercive	powers	of	government	at	jj	nn2	io	nn1
5	the	cognitive	and	affective	components	at	jj	cc	jj	nn2
5	the	cognitive	and	affective	domains	at	jj	cc	jj	nn2
7	the	cognitive	development	of	the	at	jj	nn1	io	at
5	the	cognitive	effort	required	to	at	jj	nn1	vvn	to
6	the	cognitive	level	of	the	at	jj	nn1	io	at
11	the	cold	light	of	day	at	jj	nn1	io	nnt1
5	the	cold	light	of	the	at	jj	nn1	io	at
11	the	cold	metal	of	the	at	jj	nn1	io	at
5	The	cold	reality	is	that	at	jj	nn1	vbz	cst
46	the	cold	war	and	the	at	jj	nn1	cc	at
19	the	Cold	War	and	the	at	jj	nn1	cc	at
9	the	Cold	War	Arms	Race	at	jj	nn1	nn2	nn1
5	the	cold	war	between	the	at	jj	nn1	ii	at
5	the	cold	war	had	ended	at	jj	nn1	vhd	vvn
5	the	cold	war	has	ended	at	jj	nn1	vhz	vvn
5	the	Cold	War	has	ended	at	jj	nn1	vhz	vvn
41	the	cold	war	is	over	at	jj	nn1	vbz	rp
37	the	Cold	War	is	over	at	jj	nn1	vbz	rp
23	The	cold	war	is	over	at	jj	nn1	vbz	rp
19	The	Cold	War	is	over	at	jj	nn1	vbz	rp
5	the	Cold	War	was	over	at	jj	nn1	vbdz	rp
5	the	cold	war	with	the	at	jj	nn1	iw	at
5	the	cold	water	of	the	at	jj	nn1	io	at
14	the	cold	waters	of	the	at	jj	nn2	io	at
5	the	collaborative	efforts	of	the	at	jj	nn2	io	at
9	the	collaborative	nature	of	the	at	jj	nn1	io	at
5	the	collective	bargaining	agreement	and	at	jj	nn1	nn1	cc
6	the	collective	bargaining	agreement	between	at	jj	nn1	nn1	ii
5	the	collective	bargaining	agreement	expires	at	jj	nn1	nn1	vvz
5	the	collective	bargaining	agreement	that	at	jj	nn1	nn1	cst
7	the	collective	bargaining	agreement	with	at	jj	nn1	nn1	iw
7	the	collective	consciousness	of	the	at	jj	nn1	io	at
16	the	collective	identity	of	the	at	jj	nn1	io	at
5	the	collective	imagination	of	the	at	jj	nn1	io	at
5	the	collective	interests	of	the	at	jj	nn2	io	at
15	the	collective	memory	of	the	at	jj	nn1	io	at
5	the	collective	strength	of	the	at	jj	nn1	io	at
5	the	collective	unconscious	of	the	at	jj	nn1	io	at
12	the	collective	will	of	the	at	jj	nn1	io	at
5	the	colonial	history	of	the	at	jj	nn1	io	at
5	the	colonial	period	to	the	at	jj	nn1	ii	at
6	the	Colorado	Criminal	Defense	Bar	at	np1	jj	nn1	nn1
18	the	Colored	Pencil	Society	of	at	jj	nn1	nn1	io
5	the	Combatant	Status	Review	Hearings	at	jj	nn1	nn1	nn2
12	the	combined	effect	of	the	at	jj	nn1	io	at
8	The	combined	effect	of	the	at	jj	nn1	io	at
6	The	combined	effect	of	these	at	jj	nn1	io	dd2
7	the	combined	effects	of	the	at	jj	nn2	io	at
14	the	combined	efforts	of	the	at	jj	nn2	io	at
8	the	combined	forces	of	the	at	jj	nn2	io	at
5	The	combined	impact	of	the	at	jj	nn1	io	at
5	the	combined	light	of	the	at	jj	nn1	io	at
7	the	combined	mean	valence	score	at	jj	jj	nn1	nn1
9	The	combined	record	of	the	at	jj	nn1	io	at
7	the	combined	total	of	the	at	jj	nn1	io	at
21	the	coming	days	and	weeks	at	jj	nnt2	cc	nnt2
7	the	coming	end	of	the	at	jj	nn1	io	at
25	the	coming	months	and	years	at	jj	nnt2	cc	nnt2
5	the	coming	weeks	and	days	at	jj	nnt2	cc	nnt2
25	the	coming	weeks	and	months	at	jj	nnt2	cc	nnt2
10	the	coming	year	will	be	at	jj	nnt1	vm	vbi
6	the	commander	of	Central	Command	at	nn1	io	jj	nn1
15	the	commanding	general	of	the	at	jj	nn1	io	at
20	the	commanding	heights	of	the	at	jj	nn2	io	at
17	the	commanding	officer	of	the	at	jj	nn1	io	at
8	The	commanding	officer	of	the	at	jj	nn1	io	at
5	the	commercial	center	of	the	at	jj	nn1	io	at
5	the	commercial	development	of	the	at	jj	nn1	io	at
5	the	commercial	interests	of	the	at	jj	nn2	io	at
6	the	commercial	real	estate	industry	at	jj	jj	nn1	nn1
14	the	commercial	real	estate	market	at	jj	jj	nn1	nn1
6	the	commercial	sexual	exploitation	of	at	jj	jj	nn1	io
7	the	commercial	side	of	the	at	jj	nn1	io	at
6	the	commercial	weight	loss	industry	at	jj	nn1	nn1	nn1
5	the	common	ancestor	of	all	at	jj	nn1	io	db
9	the	common	and	scientific	names	at	jj	cc	jj	nn2
6	the	common	area	of	the	at	jj	nn1	io	at
7	the	common	denominator	of	all	at	jj	nn1	io	db
7	The	common	denominator	of	these	at	jj	nn1	io	dd2
7	the	common	heritage	of	mankind	at	jj	nn1	io	nn1
6	the	common	law	in	the	at	jj	nn1	ii	at
6	the	common	people	and	the	at	jj	nn	cc	at
15	the	common	sense	of	the	at	jj	nn1	io	at
8	the	Communist	Party	and	the	at	jj	nn1	cc	at
5	the	Communist	Party	in	the	at	jj	nn1	ii	at
6	the	Communist	Party	of	China	at	jj	nn1	io	np1
11	the	Communist	Party	of	the	at	jj	nn1	io	at
5	the	Community	for	Creative	Non-Violence	at	nn1	if	jj	nn1
10	the	comparable	period	a	year	at	jj	nn1	at1	nnt1
12	the	comparable	period	last	year	at	jj	nn1	md	nnt1
6	the	competing	interests	of	the	at	jj	nn2	io	at
8	The	Competitive	Advantage	of	Nations	at	jj	nn1	io	nn2
14	the	competitive	nature	of	the	at	jj	nn1	io	at
5	the	Competitive	State	Anxiety	Inventory	at	jj	nn1	nn1	nn1
5	The	Competitive	State	Anxiety	Inventory	at	jj	nn1	nn1	nn1
17	the	Competitive	State	Anxiety	Inventory-2	at	jj	nn1	nn1	mc
6	the	complete	absence	of	any	at	jj	nn1	io	dd
5	The	Complete	Book	of	Irish	at	jj	nn1	io	jj
7	The	Complete	Cartoons	of	The	at	jj	nn2	io	at
5	the	Complete	Guide	to	Great	at	jj	nn1	ii	jj
9	the	complete	opposite	of	the	at	jj	nn1	io	at
8	the	complete	opposite	of	what	at	jj	nn1	io	ddq
6	the	complete	results	of	the	at	jj	nn2	io	at
7	the	complete	text	of	the	at	jj	nn1	io	at
6	the	complete	withdrawal	of	U.S.	at	jj	nn1	io	np1
10	the	complete	works	of	Shakespeare	at	jj	nn	io	np1
7	the	complex	history	of	the	at	jj	nn1	io	at
6	the	complex	issues	involved	in	at	jj	nn2	jj	ii
24	the	complex	nature	of	the	at	jj	nn1	io	at
9	the	complex	relationship	between	the	at	jj	nn1	ii	at
5	the	complex	relationships	between	the	at	jj	nn2	ii	at
17	the	complex	ways	in	which	at	jj	nn2	ii	ddq
5	the	complicated	nature	of	the	at	jj	nn1	io	at
8	the	comprehensive	community	college	mission	at	jj	nn1	nn1	nn1
5	the	comprehensive	nature	of	the	at	jj	nn1	io	at
18	the	Comprehensive	Nuclear	Test	Ban	at	jj	jj	nn1	nn1
80	the	Comprehensive	Test	Ban	Treaty	at	jj	nn1	nn1	nn1
7	the	comprehensive	test	ban	treaty	at	jj	nn1	nn1	nn1
6	the	Comprehensive	Test	of	Basic	at	jj	nn1	io	jj
6	the	computerized	version	of	the	at	jj	nn1	io	at
6	the	concept	of	civil	society	at	nn1	io	jj	nn1
6	the	conceptual	basis	for	the	at	jj	nn1	if	at
7	the	conceptual	framework	for	the	at	jj	nn1	if	at
5	the	conceptual	framework	for	this	at	jj	nn1	if	dd1
6	the	conceptual	framework	of	the	at	jj	nn1	io	at
7	the	Concerned	Women	for	America	at	jj	nn2	if	np1
6	the	concerted	efforts	of	the	at	jj	nn2	io	at
9	the	concrete	floor	of	the	at	jj	nn1	io	at
11	the	concurrent	validity	of	the	at	jj	nn1	io	at
8	the	Confederated	Tribes	of	the	at	jj	nn2	io	at
6	the	confidential	nature	of	the	at	jj	nn1	io	at
12	the	Congress	for	Cultural	Freedom	at	nn1	if	jj	nn1
9	the	Congressional	Black	Caucus	and	at	jj	jj	nn1	cc
6	the	Congressional	Black	Caucus	has	at	jj	jj	nn1	vhz
22	the	Congressional	Budget	Office	and	at	jj	nn1	nn1	cc
15	the	Congressional	Budget	Office	estimated	at	jj	nn1	nn1	vvd
20	The	Congressional	Budget	Office	estimates	at	jj	nn1	nn1	vvz
5	the	Congressional	Budget	Office	estimates	at	jj	nn1	nn1	vvz
5	the	Congressional	Budget	Office	estimates	at	jj	nn1	nn1	nn2
14	the	Congressional	Budget	Office	has	at	jj	nn1	nn1	vhz
8	The	Congressional	Budget	Office	has	at	jj	nn1	nn1	vhz
7	the	Congressional	Budget	Office	in	at	jj	nn1	nn1	ii
8	the	Congressional	Budget	Office	is	at	jj	nn1	nn1	vbz
5	The	Congressional	Budget	Office	is	at	jj	nn1	nn1	vbz
10	The	Congressional	Budget	Office	projects	at	jj	nn1	nn1	vvz
5	The	Congressional	Budget	Office	reported	at	jj	nn1	nn1	vvd
13	The	Congressional	Budget	Office	said	at	jj	nn1	nn1	vvd
10	the	Congressional	Budget	Office	said	at	jj	nn1	nn1	vvd
17	the	Congressional	Budget	Office	says	at	jj	nn1	nn1	vvz
9	The	Congressional	Budget	Office	says	at	jj	nn1	nn1	vvz
8	the	Congressional	Budget	Office	to	at	jj	nn1	nn1	to
7	the	Congressional	Budget	Office	was	at	jj	nn1	nn1	vbdz
5	the	Congressional	Hispanic	Caucus	Institute	at	jj	jj	nn1	nn1
59	the	Congressional	Medal	of	Honor	at	jj	nn1	io	nn1
9	the	congressional	Medal	of	Honor	at	jj	nn1	io	nn1
23	the	congressional	Office	of	Technology	at	jj	nn1	io	nn1
10	the	Congressional	Office	of	Technology	at	jj	nn1	io	nn1
6	the	consecrated	bread	and	wine	at	jj	nn1	cc	nn1
9	the	conservative	base	of	the	at	jj	nn1	io	at
5	the	conservative	Concerned	Women	for	at	jj	jj	nn2	if
5	the	conservative	Concerned	Women	for	at	jj	jj	nn2	if
7	the	conservative	end	of	the	at	jj	nn1	io	at
5	the	conservative	members	of	the	at	jj	nn2	io	at
6	the	conservative	movement	in	America	at	jj	nn1	ii	np1
8	the	conservative	National	Action	Party	at	jj	jj	nn1	nn1
10	the	conservative	point	of	view	at	jj	nn1	io	nn1
13	the	Conservative	Political	Action	Conference	at	jj	jj	nn1	nn1
6	the	conservative	senator	from	Massachusetts	at	jj	nn1	ii	np1
13	the	conservative	side	of	the	at	jj	nn1	io	at
22	the	conservative	wing	of	the	at	jj	nn1	io	at
5	the	considered	judgment	of	the	at	jj	nn1	io	at
6	the	consistent	ethic	of	life	at	jj	nn1	io	nn1
5	the	constant	comparative	method	of	at	jj	jj	nn1	io
5	the	constant	comparative	method	of	at	jj	jj	nn1	io
5	the	constant	movement	of	the	at	jj	nn1	io	at
5	the	constant	presence	of	the	at	jj	nn1	io	at
6	the	constant	repetition	of	the	at	jj	nn1	io	at
10	the	constitutional	amendment	to	ban	at	jj	nn1	to	vvi
11	the	constitutional	authority	of	the	at	jj	nn1	io	at
5	the	constitutional	power	of	Congress	at	jj	nn1	io	nn1
5	the	constitutional	powers	of	the	at	jj	nn2	io	at
9	the	constitutional	right	to	abortion	at	jj	nn1	ii	nn1
6	the	constitutional	right	to	bear	at	jj	nn1	to	vvi
8	the	constitutional	right	to	free	at	jj	nn1	to	vvi
7	the	constitutional	right	to	privacy	at	jj	nn1	ii	nn1
5	the	constitutional	rights	of	a	at	jj	nn2	io	at1
7	the	constitutional	rights	of	all	at	jj	nn2	io	db
13	the	constitutional	rights	of	the	at	jj	nn2	io	at
27	the	constitutional	separation	of	church	at	jj	nn1	io	nn1
14	the	constitutional	separation	of	powers	at	jj	nn1	io	nn2
5	the	constitutional	status	of	Northern	at	jj	nn1	io	np1
6	the	Consultative	Group	on	International	at	jj	nn1	ii	jj
5	the	Contemporary	Arts	Museum	Houston	at	jj	nn2	nn1	np1
5	the	contemporary	version	of	the	at	jj	nn1	io	at
5	the	content	areas	of	the	at	jj	nn2	io	at
16	the	content	validity	of	the	at	jj	nn1	io	at
7	The	Contested	History	of	Democracy	at	jj	nn1	io	nn1
6	the	contested	nature	of	the	at	jj	nn1	io	at
9	the	context	of	competitive	sport	at	nn1	io	jj	nn1
15	the	continued	existence	of	a	at	jj	nn1	io	at1
52	the	continued	existence	of	the	at	jj	nn1	io	at
9	the	continued	growth	of	the	at	jj	nn1	io	at
6	the	continued	health	of	the	at	jj	nn1	io	at
15	the	continued	success	of	the	at	jj	nn1	io	at
8	the	continued	support	of	the	at	jj	nn1	io	at
5	the	continued	survival	of	the	at	jj	nn1	io	at
10	the	continued	use	of	the	at	jj	nn1	io	at
7	the	continued	viability	of	the	at	jj	nn1	io	at
9	the	continued	vitality	of	the	at	jj	nn1	io	at
7	the	continuing	development	of	the	at	jj	nn1	io	at
5	the	continuing	power	of	the	at	jj	nn1	io	at
