15	a	baby	grand	piano	at1	nn1	jj	nn1
35	the	whole	process	is	at	jj	nn1	vbz
23	The	whole	process	is	at	jj	nn1	vbz
111	the	whole	process	of	at	jj	nn1	io
19	The	whole	process	of	at	jj	nn1	io
13	The	whole	process	takes	at	jj	nn1	vvz
12	the	whole	process	using	at	jj	nn1	vvg
13	the	whole	process	was	at	jj	nn1	vbdz
109	the	whole	purpose	of	at	jj	nn1	io
48	The	whole	purpose	of	at	jj	nn1	io
14	the	whole	question	is	at	jj	nn1	vbz
178	the	whole	question	of	at	jj	nn1	io
17	The	whole	question	of	at	jj	nn1	io
136	the	whole	range	of	at	jj	nn1	io
14	the	whole	reason	for	at	jj	nn1	if
13	the	whole	reason	why	at	jj	nn1	rrq
48	the	whole	rest	of	at	jj	nn1	io
16	the	whole	room	was	at	jj	nn1	vbdz
13	the	whole	scheme	of	at	jj	nn1	io
18	the	whole	sense	of	at	jj	nn1	io
17	the	whole	series	of	at	jj	nn	io
20	the	whole	set	of	at	jj	nn1	io
18	the	whole	side	of	at	jj	nn1	io
17	the	whole	situation	is	at	jj	nn1	vbz
20	the	whole	sort	of	at	jj	nn1	io
50	the	whole	spectrum	of	at	jj	nn1	io
46	the	whole	state	of	at	jj	nn1	io
26	the	whole	story	about	at	jj	nn1	ii
34	the	whole	story	and	at	jj	nn1	cc
16	the	whole	story	in	at	jj	nn1	ii
23	the	whole	story	is	at	jj	nn1	vbz
13	The	whole	story	is	at	jj	nn1	vbz
86	the	whole	story	of	at	jj	nn1	io
23	the	whole	structure	of	at	jj	nn1	io
21	the	whole	subject	of	at	jj	nn1	io
15	the	whole	surface	of	at	jj	nn1	io
19	the	whole	system	and	at	jj	nn1	cc
44	the	whole	system	is	at	jj	nn1	vbz
24	The	whole	system	is	at	jj	nn1	vbz
28	the	whole	system	of	at	jj	nn1	io
12	the	whole	system	was	at	jj	nn1	vbdz
14	the	whole	tenor	of	at	jj	nn1	io
14	the	whole	thing	a	at	jj	nn1	at1
41	the	whole	thing	about	at	jj	nn1	ii
15	the	whole	thing	again	at	jj	nn1	rt
12	the	whole	thing	all	at	jj	nn1	rr
90	the	whole	thing	and	at	jj	nn1	cc
12	the	whole	thing	as	at	jj	nn1	csa
12	the	whole	thing	as	at	jj	nn1	ii
15	the	whole	thing	because	at	jj	nn1	cs
12	the	whole	thing	behind	at	jj	nn1	ii
13	the	whole	thing	by	at	jj	nn1	ii
14	the	whole	thing	came	at	jj	nn1	vvd
12	the	whole	thing	can	at	jj	nn1	vm
16	the	whole	thing	comes	at	jj	nn1	vvz
25	the	whole	thing	could	at	jj	nn1	vm
38	the	whole	thing	down	at	jj	nn1	rp
36	the	whole	thing	for	at	jj	nn1	if
36	the	whole	thing	from	at	jj	nn1	ii
13	the	whole	thing	going	at	jj	nn1	vvg
43	the	whole	thing	had	at	jj	nn1	vhd
22	The	whole	thing	had	at	jj	nn1	vhd
31	the	whole	thing	has	at	jj	nn1	vhz
19	The	whole	thing	has	at	jj	nn1	vhz
97	the	whole	thing	in	at	jj	nn1	ii
35	the	whole	thing	into	at	jj	nn1	ii
283	the	whole	thing	is	at	jj	nn1	vbz
148	The	whole	thing	is	at	jj	nn1	vbz
27	the	whole	thing	just	at	jj	nn1	rr
15	The	whole	thing	just	at	jj	nn1	rr
19	the	whole	thing	of	at	jj	nn1	io
63	the	whole	thing	off	at	jj	nn1	rp
45	the	whole	thing	on	at	jj	nn1	ii
41	the	whole	thing	out	at	jj	nn1	rp
12	the	whole	thing	out	at	jj	nn1	ii21
38	the	whole	thing	over	at	jj	nn1	rp
17	the	whole	thing	right	at	jj	nn1	nn1
15	the	whole	thing	seemed	at	jj	nn1	vvd
22	the	whole	thing	started	at	jj	nn1	vvd
20	the	whole	thing	that	at	jj	nn1	cst
30	the	whole	thing	to	at	jj	nn1	to
29	the	whole	thing	to	at	jj	nn1	ii
31	the	whole	thing	together	at	jj	nn1	rl
96	the	whole	thing	up	at	jj	nn1	rp
258	the	whole	thing	was	at	jj	nn1	vbdz
142	The	whole	thing	was	at	jj	nn1	vbdz
13	the	whole	thing	went	at	jj	nn1	vvd
30	the	whole	thing	will	at	jj	nn1	vm
59	the	whole	thing	with	at	jj	nn1	iw
57	the	whole	thing	would	at	jj	nn1	vm
14	the	whole	thrust	of	at	jj	nn1	io
42	the	whole	time	and	at	jj	nnt1	cc
53	the	whole	time	he	at	jj	nnt1	pphs1
24	The	whole	time	he	at	jj	nnt1	pphs1
96	the	whole	time	I	at	jj	nnt1	ppis1
49	The	whole	time	I	at	jj	nnt1	ppis1
13	the	whole	time	in	at	jj	nnt1	ii
22	the	whole	time	she	at	jj	nnt1	pphs1
18	The	whole	time	she	at	jj	nnt1	pphs1
32	the	whole	time	that	at	jj	nnt1	cst
16	the	whole	time	they	at	jj	nnt1	pphs2
43	the	whole	time	we	at	jj	nnt1	ppis2
17	The	whole	time	we	at	jj	nnt1	ppis2
23	the	whole	time	you	at	jj	nnt1	ppy
13	the	whole	tone	of	at	jj	nn1	io
13	the	whole	town	is	at	jj	nn1	vbz
13	The	whole	town	is	at	jj	nn1	vbz
12	the	whole	town	was	at	jj	nn1	vbdz
35	the	whole	truth	about	at	jj	nn1	ii
109	the	whole	truth	and	at	jj	nn1	cc
12	the	whole	universe	of	at	jj	nn1	io
16	the	whole	weight	of	at	jj	nn1	io
80	the	whole	wide	world	at	jj	jj	nn1
55	the	whole	world	and	at	jj	nn1	cc
26	the	whole	world	can	at	jj	nn1	vm
18	the	whole	world	for	at	jj	nn1	if
23	the	whole	world	had	at	jj	nn1	vhd
33	the	whole	world	has	at	jj	nn1	vhz
12	The	whole	world	has	at	jj	nn1	vhz
45	the	whole	world	in	at	jj	nn1	ii
18	the	whole	world	into	at	jj	nn1	ii
161	the	whole	world	is	at	jj	nn1	vbz
86	The	whole	world	is	at	jj	nn1	vbz
13	the	whole	world	knew	at	jj	nn1	vvd
35	the	whole	world	knows	at	jj	nn1	vvz
41	the	whole	world	of	at	jj	nn1	io
16	the	whole	world	on	at	jj	nn1	ii
32	the	whole	world	that	at	jj	nn1	cst
79	the	whole	world	to	at	jj	nn1	to
20	the	whole	world	to	at	jj	nn1	ii
98	the	whole	world	was	at	jj	nn1	vbdz
33	The	whole	world	was	at	jj	nn1	vbdz
16	the	whole	world	watching	at	jj	nn1	vvg
31	the	whole	world	will	at	jj	nn1	vm
33	the	whole	world	would	at	jj	nn1	vm
28	the	wholesale	price	of	at	jj	nn1	io
14	the	wholesale	slaughter	of	at	jj	nn1	io
37	the	Wicked	Witch	of	at	jj	nn1	io
48	the	wide	array	of	at	jj	nn1	io
21	the	wide	availability	of	at	jj	nn1	io
12	the	wide	distribution	of	at	jj	nn1	io
36	the	wide	expanse	of	at	jj	nn1	io
26	the	wide	open	spaces	at	rr	jj	nn2
15	the	Wide	Range	Achievement	at	jj	nn1	nn1
236	the	wide	range	of	at	jj	nn1	io
28	The	wide	range	of	at	jj	nn1	io
14	the	wide	spectrum	of	at	jj	nn1	io
12	the	wide	variation	in	at	jj	nn1	ii
132	the	wide	variety	of	at	jj	nn1	io
20	The	wide	variety	of	at	jj	nn1	io
19	the	wide	world	of	at	jj	nn1	io
45	the	widening	gap	between	at	jj	nn1	ii
24	the	widespread	acceptance	of	at	jj	nn1	io
43	the	widespread	adoption	of	at	jj	nn1	io
16	the	widespread	availability	of	at	jj	nn1	io
28	the	widespread	belief	that	at	jj	nn1	cst
15	the	widespread	notion	that	at	jj	nn1	cst
14	the	widespread	perception	that	at	jj	nn1	cst
24	the	widespread	practice	of	at	jj	nn1	io
162	the	widespread	use	of	at	jj	nn1	io
27	The	widespread	use	of	at	jj	nn1	io
12	the	widest	possible	audience	at	jjt	jj	nn1
20	the	wild	card	in	at	jj	nn1	ii
82	the	Wild	Things	Are	at	jj	nn2	vbr
12	the	Wilderness	Medical	Society	at	nn1	jj	nn1
12	the	willing	suspension	of	at	jj	nn1	io
19	the	winding	down	of	at	jj	nn1	io
25	the	windward	side	of	at	jj	nn1	io
28	the	winning	field	goal	at	jj	nn1	nn1
12	the	winning	goal	in	at	jj	nn1	ii
38	the	winning	run	in	at	jj	nn1	ii
14	the	winning	side	in	at	jj	nn1	ii
16	the	winning	side	of	at	jj	nn1	io
13	the	winning	touchdown	in	at	jj	nn1	ii
14	the	winter	Milky	Way	at	nnt1	jj	nn1
13	the	Winter	Olympic	Games	at	nnt1	jj	nn2
13	the	wise	thing	to	at	jj	nn1	to
33	the	Wise	Use	Movement	at	jj	nn1	nn1
14	the	wise	use	of	at	jj	nn1	io
42	the	wonderful	thing	about	at	jj	nn1	ii
38	The	wonderful	thing	about	at	jj	nn1	ii
29	the	wonderful	things	about	at	jj	nn2	ii
34	the	wonderful	things	that	at	jj	nn2	cst
40	the	wonderful	world	of	at	jj	nn1	io
29	The	Wonderful	World	of	at	jj	nn1	io
18	the	wooden	floor	of	at	jj	nn1	io
52	the	working	class	and	at	jj	nn1	cc
23	the	working	class	in	at	jj	nn1	ii
16	the	working	class	was	at	jj	nn1	vbdz
14	the	working	conditions	of	at	jj	nn2	io
12	the	Working	Families	Party	at	jj	nn2	nn1
15	the	Working	Group	on	at	jj	nn1	ii
12	the	working	man	and	at	jj	nn1	cc
29	the	working	men	and	at	jj	nn2	cc
26	the	working	people	of	at	jj	nn	io
15	the	working	relationship	between	at	jj	nn1	ii
42	the	World	Anti-Doping	Agency	at	nn1	jj	nn1
36	the	World	Economic	Forum	at	nn1	jj	nn1
17	the	world	economic	system	at	nn1	jj	nn1
15	the	world	financial	system	at	nn1	jj	nn1
33	the	World	Jewish	Congress	at	nn1	jj	nn1
23	the	World	Meteorological	Organization	at	nn1	jj	nn1
24	the	World	Wide	Fund	at	nn1	jj	nn1
82	the	World	Wide	Web	at	nn1	jj	nn1
18	the	world	wide	web	at	nn1	jj	nn1
32	the	worst	economic	crisis	at	jjt	jj	nn1
22	the	worst	financial	crisis	at	jjt	jj	nn1
19	the	worst	human	rights	at	jjt	jj	nn2
29	the	worst	natural	disaster	at	jjt	jj	nn1
16	the	worst	possible	light	at	jjt	jj	nn1
23	the	worst	possible	moment	at	jjt	jj	nn1
17	the	worst	possible	outcome	at	jjt	jj	nn1
12	the	worst	possible	scenario	at	jjt	jj	nn1
31	the	worst	possible	thing	at	jjt	jj	nn1
55	the	worst	possible	time	at	jjt	jj	nnt1
21	the	worst	possible	way	at	jjt	jj	nn1
22	the	worst	terrorist	attack	at	jjt	jj	nn1
14	the	worst-case	scenario	is	at	jj	nn1	vbz
13	the	Wounded	Knee	massacre	at	jj	nn1	nn1
19	the	written	word	and	at	jj	nn1	cc
28	the	wrong	direction	and	at	jj	nn1	cc
31	the	wrong	direction	for	at	jj	nn1	if
100	the	wrong	end	of	at	jj	nn1	io
37	the	wrong	idea	about	at	jj	nn1	ii
168	the	wrong	kind	of	at	jj	nn1	io
19	the	wrong	kinds	of	at	jj	nn2	io
93	the	wrong	message	to	at	jj	nn1	ii
16	the	wrong	message	to	at	jj	nn1	to
31	the	wrong	part	of	at	jj	nn1	io
22	the	wrong	person	to	at	jj	nn1	to
16	the	wrong	place	and	at	jj	nn1	cc
242	the	wrong	place	at	at	jj	nn1	ii
15	the	wrong	place	for	at	jj	nn1	if
15	the	wrong	place	to	at	jj	nn1	to
565	the	wrong	side	of	at	jj	nn1	io
29	the	wrong	signal	to	at	jj	nn1	ii
24	the	wrong	sort	of	at	jj	nn1	io
20	the	wrong	thing	and	at	jj	nn1	cc
13	the	wrong	thing	for	at	jj	nn1	if
18	the	wrong	thing	in	at	jj	nn1	ii
12	the	wrong	thing	or	at	jj	nn1	cc
164	the	wrong	thing	to	at	jj	nn1	to
35	the	wrong	time	and	at	jj	nnt1	cc
23	the	wrong	time	for	at	jj	nnt1	if
17	the	wrong	time	of	at	jj	nnt1	io
44	the	wrong	time	to	at	jj	nnt1	to
25	the	wrong	type	of	at	jj	nn1	io
51	the	wrong	way	and	at	jj	nn1	cc
19	the	wrong	way	down	at	jj	nn1	ii
12	the	wrong	way	for	at	jj	nn1	if
14	the	wrong	way	in	at	jj	nn1	ii
42	the	wrong	way	on	at	jj	nn1	ii
13	the	wrong	way	or	at	jj	nn1	cc
104	the	wrong	way	to	at	jj	nn1	to
43	the	yellow	brick	road	at	jj	nn1	nn1
14	the	yellow	fever	epidemic	at	jj	nn1	nn1
13	the	yellow	glow	of	at	jj	nn1	io
25	the	yellow	light	of	at	jj	nn1	io
26	the	Yellow	Pages	and	at	jj	nn2	cc
13	the	yellow	pages	and	at	jj	nn2	cc
22	the	Yellow	Pages	for	at	jj	nn2	if
17	the	Yellow	Pages	under	at	jj	nn2	ii
13	the	yellow	pages	under	at	jj	nn2	ii
17	the	young	adolescent	girls	at	jj	jj	nn2
17	the	young	age	of	at	jj	nn1	io
22	the	young	boy	who	at	jj	nn1	pnqs
16	the	young	gifted	child	at	jj	jj	nn1
15	the	young	girl	was	at	jj	nn1	vbdz
25	the	young	girl	who	at	jj	nn1	pnqs
14	the	young	girls	who	at	jj	nn2	pnqs
22	the	young	lady	in	at	jj	nn1	ii
13	the	young	lady	that	at	jj	nn1	cst
20	the	young	lady	who	at	jj	nn1	pnqs
13	the	young	man	a	at	jj	nn1	at1
58	the	young	man	and	at	jj	nn1	cc
18	the	young	man	asked	at	jj	nn1	vvd
25	the	young	man	at	at	jj	nn1	ii
15	the	young	man	did	at	jj	nn1	vdd
13	The	young	man	did	at	jj	nn1	vdd
35	the	young	man	from	at	jj	nn1	ii
62	the	young	man	had	at	jj	nn1	vhd
33	The	young	man	had	at	jj	nn1	vhd
14	the	young	man	he	at	jj	nn1	pphs1
92	the	young	man	in	at	jj	nn1	ii
14	The	young	man	in	at	jj	nn1	ii
37	the	young	man	is	at	jj	nn1	vbz
17	The	young	man	is	at	jj	nn1	vbz
23	The	young	man	looked	at	jj	nn1	vvd
21	the	young	man	on	at	jj	nn1	ii
98	the	young	man	said	at	jj	nn1	vvd
16	the	young	man	says	at	jj	nn1	vvz
18	the	young	man	she	at	jj	nn1	pphs1
21	the	young	man	that	at	jj	nn1	cst
25	the	young	man	to	at	jj	nn1	to
16	the	young	man	to	at	jj	nn1	ii
69	The	young	man	was	at	jj	nn1	vbdz
60	the	young	man	was	at	jj	nn1	vbdz
214	the	young	man	who	at	jj	nn1	pnqs
33	The	young	man	who	at	jj	nn1	pnqs
52	the	young	man	with	at	jj	nn1	iw
20	the	young	man	would	at	jj	nn1	vm
87	the	young	men	and	at	jj	nn2	cc
22	the	young	men	are	at	jj	nn2	vbr
15	the	young	men	at	at	jj	nn2	ii
45	the	young	men	in	at	jj	nn2	ii
14	The	young	men	in	at	jj	nn2	ii
44	the	young	men	of	at	jj	nn2	io
12	the	young	men	on	at	jj	nn2	ii
13	the	young	men	that	at	jj	nn2	cst
13	the	young	men	to	at	jj	nn2	to
27	the	young	men	were	at	jj	nn2	vbdr
98	the	young	men	who	at	jj	nn2	pnqs
16	The	young	men	who	at	jj	nn2	pnqs
30	the	young	people	and	at	jj	nn	cc
45	the	young	people	are	at	jj	nn	vbr
83	the	young	people	in	at	jj	nn	ii
60	the	young	people	of	at	jj	nn	io
12	the	young	people	on	at	jj	nn	ii
25	the	young	people	that	at	jj	nn	cst
25	the	young	people	to	at	jj	nn	to
12	the	young	people	were	at	jj	nn	vbdr
102	the	young	people	who	at	jj	nn	pnqs
34	the	young	woman	and	at	jj	nn1	cc
19	the	young	woman	from	at	jj	nn1	ii
22	the	young	woman	had	at	jj	nn1	vhd
14	The	young	woman	had	at	jj	nn1	vhd
22	the	young	woman	he	at	jj	nn1	pphs1
46	the	young	woman	in	at	jj	nn1	ii
12	The	young	woman	looked	at	jj	nn1	vvd
14	the	young	woman	on	at	jj	nn1	ii
37	the	young	woman	said	at	jj	nn1	vvd
13	the	young	woman	to	at	jj	nn1	to
34	the	young	woman	was	at	jj	nn1	vbdz
30	The	young	woman	was	at	jj	nn1	vbdz
124	the	young	woman	who	at	jj	nn1	pnqs
17	The	young	woman	who	at	jj	nn1	pnqs
29	the	young	woman	with	at	jj	nn1	iw
13	the	young	women	and	at	jj	nn2	cc
30	the	young	women	in	at	jj	nn2	ii
12	the	young	women	were	at	jj	nn2	vbdr
40	the	young	women	who	at	jj	nn2	pnqs
13	the	Zionist	Organization	of	at	jj	nn1	io
15	the	zodiacal	light	is	at	jj	nn1	vbz
21	Their	average	age	was	appge	jj	nn1	vbdz
13	their	close	ties	to	appge	jj	nn2	ii
19	their	common	interest	in	appge	jj	nn1	ii
26	their	current	level	of	appge	jj	nn1	io
21	their	daily	lives	and	appge	jj	nn2	cc
28	their	entire	lives	in	appge	jj	nn2	ii
14	their	European	American	counterparts	appge	jj	jj	nn2
149	their	fair	share	of	appge	jj	nn1	io
20	their	fellow	human	beings	appge	jj	jj	nn2
12	their	final	resting	place	appge	jj	jj	nn1
15	their	first	sexual	experience	appge	md	jj	nn1
14	their	free	speech	rights	appge	jj	nn1	nn2
13	their	full	range	of	appge	jj	nn1	io
12	their	gross	national	product	appge	jj	jj	nn1
20	their	hard	work	and	appge	jj	nn1	cc
13	their	helpful	comments	and	appge	jj	nn2	cc
39	their	helpful	comments	on	appge	jj	nn2	ii
17	their	high	level	of	appge	jj	nn1	io
12	their	high	school	class	appge	jj	nn1	nn1
16	their	high	school	diplomas	appge	jj	nn1	nn2
24	their	high	school	years	appge	jj	nn1	nnt2
15	their	ideal	body	weight	appge	jj	nn1	nn1
12	their	intimate	knowledge	of	appge	jj	nn1	io
21	their	just	powers	from	appge	jj	nn2	ii
42	their	late	teens	and	appge	jj	nn2	cc
18	their	late	teens	or	appge	jj	nn2	cc
14	their	little	piece	of	appge	jj	nn1	io
38	their	loved	ones	and	appge	jj	nn2	cc
31	their	loved	ones	are	appge	jj	nn2	vbr
23	their	loved	ones	in	appge	jj	nn2	ii
21	their	loved	ones	were	appge	jj	nn2	vbdr
25	their	main	source	of	appge	jj	nn1	io
12	their	major	source	of	appge	jj	nn1	io
15	their	male	counterparts	in	appge	jj	nn2	ii
31	Their	mean	age	was	appge	jj	nn1	vbdz
12	their	medical	records	and	appge	jj	nn2	cc
13	their	mental	health	and	appge	jj	nn1	cc
17	their	minor	league	camp	appge	jj	nn1	nn1
19	their	most	shocking	stories	appge	rgt	jj	nn2
13	Their	new	album	is	appge	jj	nn1	vbz
13	their	new	home	and	appge	jj	nn1	cc
28	their	new	home	in	appge	jj	nn1	ii
12	their	new	life	together	appge	jj	nn1	rl
13	their	only	hope	for	appge	jj	nn1	if
12	their	only	means	of	appge	jj	nn	io
18	their	only	source	of	appge	jj	nn1	io
14	their	overall	satisfaction	with	appge	jj	nn1	iw
17	their	own	ethnic	group	appge	da	jj	nn1
13	their	own	foreign	policy	appge	da	jj	nn1
49	their	own	free	will	appge	da	jj	nn1
16	their	own	little	world	appge	da	jj	nn1
17	their	own	national	interests	appge	da	jj	nn2
16	their	own	professional	development	appge	da	jj	nn1
15	their	personal	beliefs	and	appge	jj	nn2	cc
26	their	personal	lives	and	appge	jj	nn2	cc
22	their	physical	education	classes	appge	jj	nn1	nn2
17	their	potential	impact	on	appge	jj	nn1	ii
39	their	primary	source	of	appge	jj	nn1	io
15	their	prime	lending	rates	appge	jj	nn1	nn2
12	their	private	lives	and	appge	jj	nn2	cc
23	their	religious	beliefs	and	appge	jj	nn2	cc
89	their	right	mind	would	appge	jj	nn1	vm
28	their	rightful	place	in	appge	jj	nn1	ii
12	their	senior	year	in	appge	jj	nnt1	ii
17	their	senior	year	of	appge	jj	nnt1	io
17	their	sexual	orientation	and	appge	jj	nn1	cc
23	their	three	young	children	appge	mc	jj	nn2
13	their	traditional	way	of	appge	jj	nn1	io
24	their	two	small	children	appge	mc	jj	nn2
25	their	two	young	children	appge	mc	jj	nn2
18	their	two	young	daughters	appge	mc	jj	nn2
21	their	two	young	sons	appge	mc	jj	nn2
16	their	whole	lives	in	appge	jj	nn2	ii
15	their	winning	streak	to	appge	jj	nn1	ii
17	them	a	great	deal	ppho2	at1	jj	nn1
17	them	a	hard	time	ppho2	at1	jj	nnt1
121	them	a	little	bit	ppho2	at1	jj	nn1
58	them	a	long	time	ppho2	at1	jj	nnt1
17	them	a	wide	berth	ppho2	at1	jj	nn1
24	them	as	human	beings	ppho2	csa	jj	nn2
16	them	as	human	shields	ppho2	csa	jj	nn2
13	them	every	single	day	ppho2	at1	jj	nnt1
15	them	in	cold	water	ppho2	ii	jj	nn1
12	them	in	different	directions	ppho2	ii	jj	nn2
17	them	in	different	ways	ppho2	ii	jj	nn2
12	them	in	high	school	ppho2	ii	jj	nn1
12	them	in	other	ways	ppho2	ii	jj	nn2
13	them	in	real	life	ppho2	ii	jj	nn1
12	them	the	other	day	ppho2	at	jj	nnt1
23	them	the	right	way	ppho2	at	jj	nn1
13	them	the	whole	story	ppho2	at	jj	nn1
24	them	the	wrong	way	ppho2	at	jj	nn1
13	them	to	good	use	ppho2	ii	jj	nn1
18	them	with	new	ones	ppho2	iw	jj	nn2
12	them	with	olive	oil	ppho2	iw	jj	nn1
15	them	with	open	arms	ppho2	iw	jj	nn2
23	then	a	little	bit	rt	at1	jj	nn1
12	then	the	American	people	rt	at	jj	nn
16	then	the	front	door	rt	at	jj	nn1
21	Then	the	old	man	rt	at	jj	nn1
15	then	the	old	man	rt	at	jj	nn1
21	then	the	other	side	rt	at	jj	nn1
27	then	the	other	thing	rt	at	jj	nn1
27	then	the	whole	thing	rt	at	jj	nn1
12	theological	reflection	on	the	jj	nn1	ii	at
23	Theological	Society	of	America	jj	nn1	io	np1
19	theology	and	religious	studies	nn1	cc	jj	nn2
16	theoretical	and	practical	implications	jj	cc	jj	nn2
15	theoretical	basis	for	the	jj	nn1	if	at
12	theoretical	framework	of	the	jj	nn1	io	at
17	theoretical	point	of	view	jj	nn1	io	nn1
12	theoretical	understanding	of	the	jj	nn1	io	at
12	theory	of	acquired	motivation	nn1	io	jj	nn1
22	theory	of	civil-military	relations	nn1	io	jj	nn2
30	theory	of	fictional	worlds	nn1	io	jj	nn2
43	theory	of	general	relativity	nn1	io	jj	nn1
12	theory	of	human	nature	nn1	io	jj	nn1
14	theory	of	international	relations	nn1	io	jj	nn2
12	theory	of	limited	war	nn1	io	jj	nn1
17	theory	of	mental	self-government	nn1	io	jj	nn1
48	Theory	of	Moral	Sentiments	nn1	io	jj	nn2
50	theory	of	multiple	intelligences	nn1	io	jj	nn2
55	theory	of	natural	selection	nn1	io	jj	nn1
51	theory	of	planned	behavior	nn1	io	jj	nn1
13	theory	of	possible	worlds	nn1	io	jj	nn2
64	theory	of	reasoned	action	nn1	io	jj	nn1
14	Theory	of	Reasoned	Action	nn1	io	jj	nn1
12	theory	of	stellar	evolution	nn1	io	jj	nn1
20	there	a	double	standard	ex	at1	jj	nn1
29	there	a	little	bit	rl	at1	jj	nn1
152	there	a	long	time	rl	at1	jj	nnt1
14	there	a	significant	difference	ex	at1	jj	nn1
18	there	any	other	kind	ex	dd	jj	nn1
27	there	any	other	way	ex	dd	jj	nn1
16	there	are	big	differences	ex	vbr	jj	nn2
13	there	are	black	people	ex	vbr	jj	nn
27	there	are	certain	people	ex	vbr	jj	nn
15	There	are	certain	people	ex	vbr	jj	nn
16	there	are	certain	rules	ex	vbr	jj	nn2
145	there	are	certain	things	ex	vbr	jj	nn2
118	There	are	certain	things	ex	vbr	jj	nn2
17	there	are	compelling	reasons	ex	vbr	jj	nn2
22	There	are	conflicting	reports	ex	vbr	jj	nn2
12	there	are	conflicting	reports	ex	vbr	jj	nn2
13	there	are	cultural	differences	ex	vbr	jj	nn2
23	there	are	different	kinds	ex	vbr	jj	nn2
22	There	are	different	kinds	ex	vbr	jj	nn2
16	there	are	different	levels	ex	vbr	jj	nn2
27	there	are	different	types	ex	vbr	jj	nn2
19	There	are	different	types	ex	vbr	jj	nn2
35	there	are	different	ways	ex	vbr	jj	nn2
21	There	are	different	ways	ex	vbr	jj	nn2
14	there	are	encouraging	signs	ex	vbr	jj	nn2
15	There	are	good	people	ex	vbr	jj	nn
106	there	are	good	reasons	ex	vbr	jj	nn2
56	There	are	good	reasons	ex	vbr	jj	nn2
15	there	are	good	things	ex	vbr	jj	nn2
42	there	are	important	differences	ex	vbr	jj	nn2
12	There	are	important	differences	ex	vbr	jj	nn2
13	there	are	individual	differences	ex	vbr	jj	nn2
25	there	are	large	numbers	ex	vbr	jj	nn2
14	There	are	new	developments	ex	vbr	jj	nn2
18	There	are	numerous	examples	ex	vbr	jj	nn2
22	there	are	other	areas	ex	vbr	jj	nn2
16	there	are	other	aspects	ex	vbr	jj	nn2
12	there	are	other	considerations	ex	vbr	jj	nn2
13	there	are	other	countries	ex	vbr	jj	nn2
13	There	are	other	differences	ex	vbr	jj	nn2
14	There	are	other	examples	ex	vbr	jj	nn2
55	there	are	other	factors	ex	vbr	jj	nn2
36	There	are	other	factors	ex	vbr	jj	nn2
43	there	are	other	issues	ex	vbr	jj	nn2
25	There	are	other	issues	ex	vbr	jj	nn2
23	there	are	other	kinds	ex	vbr	jj	nn2
42	there	are	other	options	ex	vbr	jj	nn2
23	There	are	other	options	ex	vbr	jj	nn2
141	there	are	other	people	ex	vbr	jj	nn
56	There	are	other	people	ex	vbr	jj	nn
26	There	are	other	places	ex	vbr	jj	nn2
14	there	are	other	places	ex	vbr	jj	nn2
14	there	are	other	possibilities	ex	vbr	jj	nn2
33	there	are	other	problems	ex	vbr	jj	nn2
26	There	are	other	problems	ex	vbr	jj	nn2
17	there	are	other	questions	ex	vbr	jj	nn2
61	there	are	other	reasons	ex	vbr	jj	nn2
48	There	are	other	reasons	ex	vbr	jj	nn2
15	There	are	other	signs	ex	vbr	jj	nn2
16	there	are	other	sources	ex	vbr	jj	nn2
159	there	are	other	things	ex	vbr	jj	nn2
90	There	are	other	things	ex	vbr	jj	nn2
17	there	are	other	times	ex	vbr	jj	nnt2
183	there	are	other	ways	ex	vbr	jj	nn2
110	There	are	other	ways	ex	vbr	jj	nn2
17	there	are	other	women	ex	vbr	jj	nn2
15	there	are	real	problems	ex	vbr	jj	nn2
16	there	are	serious	problems	ex	vbr	jj	nn2
25	there	are	serious	questions	ex	vbr	jj	nn2
63	there	are	significant	differences	ex	vbr	jj	nn2
16	There	are	significant	differences	ex	vbr	jj	nn2
27	there	are	still	problems	ex	vbr	jj	nn2
23	there	are	still	questions	ex	vbr	jj	nn2
17	there	are	still	things	ex	vbr	jj	nn2
19	there	are	various	ways	ex	vbr	jj	nn2
19	There	are	various	ways	ex	vbr	jj	nn2
13	there	are	young	people	ex	vbr	jj	nn
16	There	is	abundant	evidence	ex	vbz	jj	nn1
16	there	is	abundant	evidence	ex	vbz	jj	nn1
66	there	is	ample	evidence	ex	vbz	jj	nn1
39	There	is	ample	evidence	ex	vbz	jj	nn1
12	there	is	ample	reason	ex	vbz	jj	nn1
13	there	is	bad	news	ex	vbz	jj	nn1
17	there	is	broad	agreement	ex	vbz	jj	nn1
30	there	is	clear	evidence	ex	vbz	jj	nn1
13	There	is	clear	evidence	ex	vbz	jj	nn1
12	there	is	considerable	debate	ex	vbz	jj	nn1
30	There	is	considerable	evidence	ex	vbz	jj	nn1
24	there	is	considerable	evidence	ex	vbz	jj	nn1
16	there	is	considerable	overlap	ex	vbz	jj	nn1
16	there	is	considerable	variation	ex	vbz	jj	nn1
42	there	is	general	agreement	ex	vbz	jj	nn1
31	There	is	general	agreement	ex	vbz	jj	nn1
17	there	is	good	evidence	ex	vbz	jj	nn1
12	There	is	good	evidence	ex	vbz	jj	nn1
41	there	is	good	news	ex	vbz	jj	nn1
21	There	is	good	news	ex	vbz	jj	nn1
87	there	is	good	reason	ex	vbz	jj	nn1
42	There	is	good	reason	ex	vbz	jj	nn1
13	there	is	great	concern	ex	vbz	jj	nn1
