5	a	balanced	budget	with	drastic	at1	jj	nn1	iw	jj
5	the	abnormally	dangerous	activity	doctrine	at	rr	jj	nn1	nn1
5	the	accessibility	of	death-related	thoughts	at	nn1	io	jj	nn2
5	the	activities	of	daily	living	at	nn2	io	jj	nn1
6	the	alternate	assessment	on	daily	at	jj	nn1	ii	jj
5	the	American	Society	for	Dermatologic	at	jj	nn1	if	jj
8	the	amount	of	dark	matter	at	nn1	io	jj	nn1
5	the	amount	of	diagnostic	information	at	nn1	io	jj	nn1
6	the	average	daily	step	count	at	jj	jj	nn1	nn1
5	the	best	defensive	player	in	at	jjt	jj	nn1	ii
7	the	best	defensive	teams	in	at	jjt	jj	nn2	ii
31	the	Branch	Davidian	compound	in	at	nn1	jj	nn1	ii
14	the	Branch	Davidian	compound	near	at	nn1	jj	nn1	ii
6	the	Branch	Davidian	cult	in	at	nn1	jj	nn1	ii
7	the	Brigance	Diagnostic	Inventory	of	at	np1	jj	nn1	io
5	the	centrist	Democratic	Leadership	Council	at	jj	jj	nn1	nn1
6	the	color	of	dark	honey	at	nn1	io	jj	nn1
10	the	color	of	dried	blood	at	nn1	io	jj	nn1
9	the	course	of	daily	life	at	nn1	io	jj	nn1
8	the	curator	of	decorative	arts	at	nn1	io	jj	nn2
5	the	daily	business	of	the	at	jj	nn1	io	at
8	the	daily	life	of	a	at	jj	nn1	io	at1
27	the	daily	life	of	the	at	jj	nn1	io	at
5	the	daily	lives	of	Americans	at	jj	nn2	io	nn2
5	the	daily	lives	of	most	at	jj	nn2	io	dat
8	the	daily	lives	of	ordinary	at	jj	nn2	io	jj
21	the	daily	lives	of	the	at	jj	nn2	io	at
9	the	daily	operation	of	the	at	jj	nn1	io	at
10	the	daily	operations	of	the	at	jj	nn2	io	at
5	The	Daily	Show	and	The	at	jj	nn1	cc	at
14	The	Daily	Show	With	Jon	at	jj	nn1	iw	np1
10	The	Daily	Show	with	Jon	at	jj	nn1	iw	np1
7	the	dark	blue	of	the	at	jj	nn1	io	at
7	the	dark	circles	under	her	at	jj	nn2	ii	appge
6	the	dark	corner	of	the	at	jj	nn1	io	at
13	the	dark	corners	of	the	at	jj	nn2	io	at
33	the	dark	days	of	the	at	jj	nnt2	io	at
6	the	dark	edge	of	the	at	jj	nn1	io	at
9	the	dark	end	of	the	at	jj	nn1	io	at
7	the	dark	green	of	the	at	jj	nn1	io	at
9	the	dark	heart	of	the	at	jj	nn1	io	at
10	the	dark	interior	of	the	at	jj	nn1	io	at
8	the	dark	line	of	the	at	jj	nn1	io	at
8	the	dark	mass	of	the	at	jj	nn1	io	at
7	the	dark	matter	of	the	at	jj	nn1	io	at
19	the	dark	night	of	the	at	jj	nnt1	io	at
14	the	dark	recesses	of	the	at	jj	nn2	io	at
7	the	dark	shadow	of	the	at	jj	nn1	io	at
9	the	dark	shadows	of	the	at	jj	nn2	io	at
14	the	dark	shape	of	the	at	jj	nn1	io	at
6	the	dark	shapes	of	the	at	jj	nn2	io	at
8	the	dark	side	of	a	at	jj	nn1	io	at1
6	the	dark	side	of	America	at	jj	nn1	io	np1
6	the	dark	side	of	American	at	jj	nn1	io	jj
6	The	Dark	Side	of	Camelot	at	jj	nn1	io	np1
8	the	dark	side	of	human	at	jj	nn1	io	jj
5	the	dark	side	of	life	at	jj	nn1	io	nn1
6	The	Dark	Side	of	Modeling	at	jj	nn1	io	nn1
5	the	dark	side	of	that	at	jj	nn1	io	dd1
134	the	dark	side	of	the	at	jj	nn1	io	at
18	The	Dark	Side	of	the	at	jj	nn1	io	at
9	The	dark	side	of	the	at	jj	nn1	io	at
5	the	Dark	Side	of	the	at	jj	nn1	io	at
7	the	dark	side	of	things	at	jj	nn1	io	nn2
5	the	dark	side	of	this	at	jj	nn1	io	dd1
6	the	dark	water	of	the	at	jj	nn1	io	at
15	the	dark	waters	of	the	at	jj	nn2	io	at
5	the	dark	years	of	the	at	jj	nnt2	io	at
6	the	Darwinian	theory	of	evolution	at	jj	nn1	io	nn1
6	the	daunting	task	of	trying	at	jj	nn1	io	vvg
7	the	day-to-day	activities	of	the	at	jj	nn2	io	at
8	the	day-to-day	life	of	the	at	jj	nn1	io	at
6	the	day-to-day	lives	of	the	at	jj	nn2	io	at
10	the	day-to-day	management	of	the	at	jj	nn1	io	at
14	the	day-to-day	operation	of	the	at	jj	nn1	io	at
5	the	day-to-day	operations	of	a	at	jj	nn2	io	at1
46	the	day-to-day	operations	of	the	at	jj	nn2	io	at
21	the	day-to-day	running	of	the	at	jj	nn1	io	at
8	the	day-to-day	workings	of	the	at	jj	nn2	io	at
5	the	dead	body	in	the	at	jj	nn1	ii	at
7	the	dead	body	of	a	at	jj	nn1	io	at1
5	the	dead	body	of	her	at	jj	nn1	io	appge
7	the	dead	body	of	the	at	jj	nn1	io	at
12	the	dead	center	of	the	at	jj	nn1	io	at
5	the	dead	end	of	a	at	jj	nn1	io	at1
13	the	dead	hand	of	the	at	jj	nn1	io	at
5	the	dead	leaves	on	the	at	jj	nn2	ii	at
6	the	dead	man	and	the	at	jj	nn1	cc	at
5	the	dead	man	had	been	at	jj	nn1	vhd	vbn
5	The	dead	man	had	been	at	jj	nn1	vhd	vbn
8	the	dead	man	in	the	at	jj	nn1	ii	at
5	the	dead	man	on	the	at	jj	nn1	ii	at
10	the	dead	weight	of	the	at	jj	nn1	io	at
5	the	deafening	noise	of	the	at	jj	nn1	io	at
8	the	decent	thing	to	do	at	jj	nn1	to	vdi
5	the	decentralized	nature	of	the	at	jj	nn1	io	at
5	the	deciding	factor	in	the	at	jj	nn1	ii	at
5	the	deciding	game	of	the	at	jj	nn1	io	at
5	the	decision-making	process	and	the	at	jj	nn1	cc	at
10	the	decision-making	process	of	the	at	jj	nn1	io	at
5	the	decision-making	processes	of	the	at	jj	nn2	io	at
6	the	decomposed	theory	of	planned	at	jj	nn1	io	jj
5	The	Decorative	Arts	of	the	at	jj	nn2	io	at
9	the	deep	blue	of	the	at	jj	nn1	io	at
5	the	deep	blue	waters	of	at	jj	jj	nn2	io
7	the	deep	end	of	a	at	jj	nn1	io	at1
37	the	deep	end	of	the	at	jj	nn1	io	at
17	The	Deep	End	of	the	at	jj	nn1	io	at
5	the	deep	green	of	the	at	jj	nn1	io	at
8	the	deep	lobe	of	the	at	jj	nn1	io	at
6	the	deep	recesses	of	the	at	jj	nn2	io	at
8	the	deep	shade	of	the	at	jj	nn1	io	at
6	the	deep	shadows	of	the	at	jj	nn2	io	at
5	the	deep	structure	of	the	at	jj	nn1	io	at
5	the	deep	water	of	the	at	jj	nn1	io	at
14	the	deep	waters	of	the	at	jj	nn2	io	at
5	the	defensive	player	of	the	at	jj	nn1	io	at
5	the	Defensive	Player	of	the	at	jj	nn1	io	at
19	the	defensive	side	of	the	at	jj	nn1	io	at
11	the	defining	characteristic	of	the	at	jj	nn1	io	at
10	the	defining	characteristics	of	the	at	jj	nn2	io	at
7	the	defining	feature	of	the	at	jj	nn1	io	at
11	the	defining	features	of	the	at	jj	nn2	io	at
6	the	defining	moment	of	his	at	jj	nn1	io	appge
7	the	defining	moment	of	the	at	jj	nn1	io	at
6	the	definitive	account	of	the	at	jj	nn1	io	at
5	the	definitive	answer	to	the	at	jj	nn1	ii	at
7	the	definitive	book	on	the	at	jj	nn1	ii	at
5	The	Definitive	Guide	to	the	at	jj	nn1	ii	at
5	the	degenerative	diseases	of	aging	at	jj	nn2	io	nn1
9	the	delicate	balance	between	the	at	jj	nn1	ii	at
5	the	delicate	balance	of	power	at	jj	nn1	io	nn1
7	the	delicate	nature	of	the	at	jj	nn1	io	at
5	the	demilitarized	zone	between	North	at	jj	nn1	ii	nd1
17	the	Democratic	candidate	for	governor	at	jj	nn1	if	nn1
15	the	Democratic	candidate	for	president	at	jj	nn1	if	nn1
5	the	Democratic	candidate	for	Senate	at	jj	nn1	if	nn1
9	the	Democratic	candidate	for	the	at	jj	nn1	if	at
10	the	Democratic	candidates	for	president	at	jj	nn2	if	nn1
15	the	Democratic	chairman	of	the	at	jj	nn1	io	at
32	the	Democratic	Congressional	Campaign	Committee	at	jj	jj	nn1	nn1
5	the	Democratic	convention	in	August	at	jj	nn1	ii	npm1
7	the	Democratic	convention	in	Boston	at	jj	nn1	ii	np1
9	the	Democratic	convention	in	Chicago	at	jj	nn1	ii	np1
9	the	Democratic	convention	in	Los	at	jj	nn1	ii	np1
7	the	Democratic	Convention	in	Los	at	jj	nn1	ii	np1
5	the	Democratic	convention	in	New	at	jj	nn1	ii	np1
16	the	Democratic	Front	for	the	at	jj	nn1	if	at
43	the	Democratic	leader	in	the	at	jj	nn1	ii	at
18	the	Democratic	leader	of	the	at	jj	nn1	io	at
6	the	Democratic	leaders	in	Congress	at	jj	nn2	ii	nn1
7	the	Democratic	leaders	of	Congress	at	jj	nn2	io	nn1
7	the	Democratic	leadership	and	the	at	jj	nn1	cc	at
16	the	Democratic	leadership	in	Congress	at	jj	nn1	ii	nn1
16	the	Democratic	leadership	in	the	at	jj	nn1	ii	at
5	the	Democratic	leadership	of	the	at	jj	nn1	io	at
14	the	Democratic	majority	in	Congress	at	jj	nn1	ii	nn1
16	the	Democratic	majority	in	the	at	jj	nn1	ii	at
7	the	Democratic	members	of	the	at	jj	nn2	io	at
5	the	democratic	model	of	politics	at	jj	nn1	io	nn1
25	the	Democratic	National	Committee	and	at	jj	jj	nn1	cc
5	the	Democratic	National	Committee	for	at	jj	jj	nn1	if
10	the	Democratic	National	Committee	has	at	jj	jj	nn1	vhz
7	The	Democratic	National	Committee	has	at	jj	jj	nn1	vhz
7	the	Democratic	National	Committee	headquarters	at	jj	jj	nn1	nn
9	the	Democratic	National	Committee	in	at	jj	jj	nn1	ii
11	the	Democratic	National	Committee	is	at	jj	jj	nn1	vbz
9	The	Democratic	National	Committee	is	at	jj	jj	nn1	vbz
9	the	Democratic	National	Committee	to	at	jj	jj	nn1	to
7	the	Democratic	National	Convention	and	at	jj	jj	nn1	cc
26	the	Democratic	National	Convention	in	at	jj	jj	nn1	ii
5	the	democratic	nature	of	the	at	jj	nn1	io	at
8	the	Democratic	nomination	for	a	at	jj	nn1	if	at1
21	the	Democratic	nomination	for	governor	at	jj	nn1	if	nn1
5	the	Democratic	nomination	for	mayor	at	jj	nn1	if	nn1
29	the	Democratic	nomination	for	president	at	jj	nn1	if	nn1
10	the	Democratic	nomination	for	the	at	jj	nn1	if	at
5	the	Democratic	nomination	in	the	at	jj	nn1	ii	at
5	the	Democratic	nominee	for	governor	at	jj	nn1	if	nn1
19	the	Democratic	nominee	for	president	at	jj	nn1	if	nn1
6	the	Democratic	nominee	for	the	at	jj	nn1	if	at
5	the	Democratic	nominee	will	be	at	jj	nn1	vm	vbi
10	the	Democratic	Party	and	its	at	jj	nn1	cc	appge
54	the	Democratic	Party	and	the	at	jj	nn1	cc	at
6	the	Democratic	party	and	the	at	jj	nn1	cc	at
12	the	Democratic	Party	as	a	at	jj	nn1	ii	at1
6	the	Democratic	Party	as	the	at	jj	nn1	ii	at
5	the	Democratic	Party	as	well	at	jj	nn1	ii31	ii32
5	the	Democratic	Party	as	well	at	jj	nn1	rr21	rr22
5	the	Democratic	Party	back	to	at	jj	nn1	rp	ii
5	the	Democratic	Party	can	not	at	jj	nn1	vm	xx
5	the	Democratic	Party	during	the	at	jj	nn1	ii	at
7	the	Democratic	Party	for	a	at	jj	nn1	if	at1
7	the	Democratic	Party	for	the	at	jj	nn1	if	at
5	the	Democratic	Party	has	a	at	jj	nn1	vhz	at1
5	the	Democratic	Party	has	become	at	jj	nn1	vhz	vvn
19	the	Democratic	Party	has	been	at	jj	nn1	vhz	vbn
5	the	Democratic	party	has	been	at	jj	nn1	vhz	vbn
8	the	Democratic	Party	has	revitalized	at	jj	nn1	vhz	vvn
7	the	Democratic	Party	has	to	at	jj	nn1	vhz	to
6	the	Democratic	Party	in	Congress	at	jj	nn1	ii	nn1
5	the	Democratic	Party	in	New	at	jj	nn1	ii	np1
42	the	Democratic	Party	in	the	at	jj	nn1	ii	at
7	the	Democratic	party	in	the	at	jj	nn1	ii	at
6	the	Democratic	Party	is	a	at	jj	nn1	vbz	at1
21	the	Democratic	Party	is	going	at	jj	nn1	vbz	vvgk
6	the	Democratic	Party	is	in	at	jj	nn1	vbz	ii
9	the	Democratic	Party	is	not	at	jj	nn1	vbz	xx
5	the	Democratic	Party	is	now	at	jj	nn1	vbz	rt
6	the	Democratic	Party	is	the	at	jj	nn1	vbz	at
10	the	Democratic	Party	of	Japan	at	jj	nn1	io	np1
6	the	Democratic	Party	or	the	at	jj	nn1	cc	at
5	the	Democratic	Party	ought	to	at	jj	nn1	vmk	to
9	the	Democratic	Party	over	the	at	jj	nn1	ii	at
11	the	Democratic	Party	right	now	at	jj	nn1	rr	rt
5	the	Democratic	Party	should	be	at	jj	nn1	vm	vbi
11	the	Democratic	Party	to	the	at	jj	nn1	ii	at
8	the	Democratic	Party	who	are	at	jj	nn1	pnqs	vbr
5	the	Democratic	Party	will	be	at	jj	nn1	vm	vbi
9	the	Democratic	presidential	candidates	are	at	jj	jj	nn2	vbr
7	the	Democratic	presidential	nomination	and	at	jj	jj	nn1	cc
18	the	Democratic	presidential	nomination	in	at	jj	jj	nn1	ii
7	the	Democratic	primary	for	the	at	jj	nn1	if	at
6	the	democratic	process	in	the	at	jj	nn1	ii	at
59	the	Democratic	Republic	of	Congo	at	jj	nn1	io	np1
29	the	Democratic	Republic	of	the	at	jj	nn1	io	at
12	the	Democratic	Senatorial	Campaign	Committee	at	jj	jj	nn1	nn1
5	the	Democratic	side	in	the	at	jj	nn1	ii	at
28	the	Democratic	side	of	the	at	jj	nn1	io	at
10	the	Democratic	speaker	of	the	at	jj	nn1	io	at
5	the	Democratic	Speaker	of	the	at	jj	nn1	io	at
8	the	Democratic	staff	of	the	at	jj	nn	io	at
10	the	Democratic	vice	presidential	candidate	at	jj	jj	jj	nn1
6	the	Democratic	vice	presidential	nominee	at	jj	jj	jj	nn1
10	the	democratic	way	of	life	at	jj	nn1	io	nn1
12	the	Democratic	wing	of	the	at	jj	nn1	io	at
37	the	demographic	characteristics	of	the	at	jj	nn2	io	at
12	The	demographic	characteristics	of	the	at	jj	nn2	io	at
14	the	demographic	composition	of	the	at	jj	nn1	io	at
10	the	demographic	variables	and	the	at	jj	nn2	cc	at
6	the	demographic	variables	of	age	at	jj	nn2	io	nn1
5	the	dense	forests	of	the	at	jj	nn2	io	at
6	the	density	of	dark	energy	at	nn1	io	jj	nn1
12	the	dependent	and	independent	variables	at	jj	cc	jj	nn2
8	the	dependent	variable	and	the	at	jj	nn1	cc	at
7	the	dependent	variable	in	a	at	jj	nn1	ii	at1
19	the	dependent	variable	in	the	at	jj	nn1	ii	at
6	The	dependent	variable	in	this	at	jj	nn1	ii	dd1
5	the	dependent	variable	is	explained	at	jj	nn1	vbz	vvn
6	the	dependent	variable	of	fall	at	jj	nn1	io	nn1
16	The	dependent	variable	was	the	at	jj	nn1	vbdz	at
7	the	dependent	variable	was	the	at	jj	nn1	vbdz	at
8	the	dependent	variables	and	the	at	jj	nn2	cc	at
7	the	dependent	variables	in	the	at	jj	nn2	ii	at
9	The	dependent	variables	were	the	at	jj	nn2	vbdr	at
6	the	dependent	variables	were	the	at	jj	nn2	vbdr	at
7	the	derived	right	to	liberty	at	jj	nn1	ii	nn1
11	The	descriptive	statistics	for	the	at	jj	nn	if	at
9	the	descriptive	statistics	for	the	at	jj	nn	if	at
5	the	desired	learning	outcomes	on	at	jj	nn1	nn2	ii41
8	the	desperate	search	for	a	at	jj	nn1	if	at1
6	the	destructive	power	of	the	at	jj	nn1	io	at
6	the	details	of	daily	life	at	nn2	io	jj	nn1
6	the	deteriorating	security	situation	in	at	jj	nn1	nn1	ii
5	the	determining	factor	in	deciding	at	jj	nn1	ii	vvg
9	the	determining	factor	in	the	at	jj	nn1	ii	at
12	the	devastating	effects	of	the	at	jj	nn2	io	at
8	the	developed	and	developing	world	at	jj	cc	jj	nn1
8	the	developed	and	developing	world	at	jj	cc	jj	nn1
12	the	developed	and	developing	worlds	at	jj	cc	jj	nn2
12	the	developed	and	developing	worlds	at	jj	cc	jj	nn2
6	the	developed	countries	of	the	at	jj	nn2	io	at
5	the	developing	countries	of	the	at	jj	nn2	io	at
5	the	developing	world	as	a	at	jj	nn1	ii	at1
5	the	developing	world	is	not	at	jj	nn1	vbz	xx
10	the	development	of	democratic	institutions	at	nn1	io	jj	nn2
7	the	development	of	disordered	eating	at	nn1	io	jj	nn1
5	the	developmental	cycle	of	the	at	jj	nn1	io	at
10	the	developmental	level	of	the	at	jj	nn1	io	at
5	the	developmental	levels	of	play	at	jj	nn2	io	nn1
90	the	Diagnostic	and	Statistical	Manual	at	jj	cc	jj	nn1
10	The	Diagnostic	and	Statistical	Manual	at	jj	cc	jj	nn1
6	the	Diagnostic	Interview	Schedule	for	at	jj	nn1	nn1	if
6	the	dielectric	constant	of	the	at	jj	nn1	io	at
6	the	Dietary	Guidelines	for	Americans	at	jj	nn2	if	nn2
16	the	Dietary	Supplement	Health	and	at	jj	nn1	nn1	cc
5	the	different	approaches	taken	by	at	jj	nn2	vvn	ii
6	the	different	approaches	to	knowledge	at	jj	nn2	ii	nn1
5	the	different	areas	of	the	at	jj	nn2	io	at
7	the	different	aspects	of	the	at	jj	nn2	io	at
11	the	different	branches	of	the	at	jj	nn2	io	at
12	the	different	components	of	the	at	jj	nn2	io	at
5	the	different	contexts	in	which	at	jj	nn2	ii	ddq
6	the	different	dimensions	of	the	at	jj	nn2	io	at
9	the	different	elements	of	the	at	jj	nn2	io	at
6	the	different	ethnic	groups	in	at	jj	jj	nn2	ii
5	the	different	facets	of	the	at	jj	nn2	io	at
7	the	different	groups	of	managers	at	jj	nn2	io	nn2
5	the	different	kinds	of	music	at	jj	nn2	io	nn1
7	the	different	learning	styles	of	at	jj	nn1	nn2	io
6	the	different	parts	of	a	at	jj	nn2	io	at1
44	the	different	parts	of	the	at	jj	nn2	io	at
7	the	different	points	of	view	at	jj	nn2	io	nn1
7	the	different	sections	of	the	at	jj	nn2	io	at
6	the	different	stages	of	the	at	jj	nn2	io	at
37	the	different	ways	in	which	at	jj	nn2	ii	ddq
5	The	different	ways	in	which	at	jj	nn2	ii	ddq
5	the	different	ways	that	people	at	jj	nn2	cst	nn
6	the	differential	diagnosis	of	a	at	jj	nn1	io	at1
6	the	differential	diagnosis	of	any	at	jj	nn1	io	dd
5	the	difficult	task	of	creating	at	jj	nn1	io	vvg
5	the	difficult	task	of	trying	at	jj	nn1	io	vvg
18	the	digital	clock	on	the	at	jj	nn1	ii	at
5	The	digital	clock	on	the	at	jj	nn1	ii	at
6	the	digital	equivalent	of	a	at	jj	nn1	io	at1
9	the	Digital	Millennium	Copyright	Act	at	jj	nnt1	nn1	nn1
8	the	dim	glow	of	the	at	jj	nn1	io	at
5	the	dim	illumination	of	the	at	jj	nn1	io	at
7	the	dim	interior	of	the	at	jj	nn1	io	at
13	the	dim	light	from	the	at	jj	nn1	ii	at
20	the	dim	light	of	a	at	jj	nn1	io	at1
81	the	dim	light	of	the	at	jj	nn1	io	at
5	the	dim	outline	of	the	at	jj	nn1	io	at
5	the	dim	recesses	of	the	at	jj	nn2	io	at
5	the	direct	and	indirect	costs	at	jj	cc	jj	nn2
17	the	direct	and	indirect	effects	at	jj	cc	jj	nn2
6	the	direct	authority	of	the	at	jj	nn1	io	at
10	the	direct	cause	of	the	at	jj	nn1	io	at
24	the	direct	control	of	the	at	jj	nn1	io	at
10	the	direct	descendants	of	the	at	jj	nn2	io	at
8	the	direct	effect	of	the	at	jj	nn1	io	at
6	the	direct	effects	of	the	at	jj	nn2	io	at
12	the	direct	election	of	the	at	jj	nn1	io	at
8	the	direct	impact	of	the	at	jj	nn1	io	at
5	the	direct	involvement	of	the	at	jj	nn1	io	at
7	the	direct	participation	of	the	at	jj	nn1	io	at
8	the	direct	result	of	a	at	jj	nn1	io	at1
30	the	direct	result	of	the	at	jj	nn1	io	at
5	the	direct	supervision	of	a	at	jj	nn1	io	at1
6	The	dirty	little	secret	is	at	jj	jj	nn1	vbz
5	the	dirty	little	secret	is	at	jj	jj	nn1	vbz
17	the	dirty	little	secret	of	at	jj	jj	nn1	io
7	The	dirty	little	secret	of	at	jj	jj	nn1	io
6	the	dirty	little	secret	that	at	jj	jj	nn1	cst
6	the	dirty	little	secrets	of	at	jj	jj	nn2	io
5	The	Dirty	Secret	Behind	America	at	jj	nn1	ii	np1
11	the	disabled	list	because	of	at	jj	nn1	ii21	ii22
14	the	disabled	list	for	the	at	jj	nn1	if	at
8	the	disabled	list	this	season	at	jj	nn1	dd1	nnt1
32	the	disabled	list	with	a	at	jj	nn1	iw	at1
6	the	disabled	list	with	an	at	jj	nn1	iw	at1
6	the	disastrous	rise	of	misplaced	at	jj	nn1	io	jj
6	the	diseased	portions	of	osteoarthritic	at	jj	nn2	io	jj
5	the	dismal	performance	of	the	at	jj	nn1	io	at
5	the	dismal	results	of	the	at	jj	nn2	io	at
9	the	dismal	state	of	the	at	jj	nn1	io	at
5	the	displaced	workers	and	their	at	jj	nn2	cc	appge
18	the	disputed	region	of	Kashmir	at	jj	nn1	io	np1
11	the	disputed	territory	of	Kashmir	at	jj	nn1	io	np1
9	the	dissatisfied	teachers	agreed	that	at	jj	nn2	vvd	cst
8	the	distal	aspect	of	the	at	jj	nn1	io	at
23	the	distal	end	of	the	at	jj	nn1	io	at
5	the	distal	internal	maxillary	artery	at	jj	jj	jj	nn1
9	the	distal	portion	of	the	at	jj	nn1	io	at
8	the	distal	tip	of	the	at	jj	nn1	io	at
7	the	distant	reaches	of	the	at	jj	nn2	io	at
10	the	distant	sound	of	a	at	jj	nn1	io	at1
5	the	distinct	advantage	of	being	at	jj	nn1	io	vbg
7	the	distinct	impression	that	he	at	jj	nn1	cst	pphs1
7	the	distinct	impression	that	the	at	jj	nn1	cst	at
5	the	distinct	impression	that	there	at	jj	nn1	cst	ex
5	the	distinct	impression	that	this	at	jj	nn1	cst	dd1
5	the	distinct	impression	that	you	at	jj	nn1	cst	ppy
10	the	distinctive	areas	above	appears	at	jj	nn2	rl	vvz
6	the	distinctive	character	of	the	at	jj	nn1	io	at
11	the	distinctive	features	of	the	at	jj	nn2	io	at
5	the	distinguishing	characteristics	of	the	at	jj	nn2	io	at
9	the	distinguishing	features	of	the	at	jj	nn2	io	at
9	the	distorting	effects	of	the	at	jj	nn2	io	at
8	the	distribution	of	dark	matter	at	nn1	io	jj	nn1
5	the	diverse	nature	of	the	at	jj	nn1	io	at
5	the	diverse	needs	of	all	at	jj	nn2	io	db
10	the	diverse	needs	of	the	at	jj	nn2	io	at
7	the	diverse	ways	in	which	at	jj	nn2	ii	ddq
16	the	dividing	line	between	the	at	jj	nn1	ii	at
5	the	divine	and	human	natures	at	jj	cc	jj	nn2
5	the	divine	origin	of	the	at	jj	nn1	io	at
11	the	divine	right	of	kings	at	jj	nn1	io	nn2
5	the	divisive	nature	of	the	at	jj	nn1	io	at
5	the	divorced	father	of	two	at	jj	nn1	io	mc
5	the	divorced	mother	of	a	at	jj	nn1	io	at1
6	the	doctrine	of	double	effect	at	nn1	io	jj	nn1
6	the	Domestic	Abuse	Intervention	Project	at	jj	nn1	nn1	nn1
5	the	domestic	and	foreign	policy	at	jj	cc	jj	nn1
6	the	domestic	jurisdiction	of	any	at	jj	nn1	io	dd
5	the	domestic	side	of	the	at	jj	nn1	io	at
5	the	dominant	color	of	the	at	jj	nn1	io	at
6	the	dominant	culture	and	the	at	jj	nn1	cc	at
5	the	dominant	element	in	the	at	jj	nn1	ii	at
7	the	dominant	ethnic	group	in	at	jj	jj	nn1	ii
5	the	dominant	factor	in	the	at	jj	nn1	ii	at
6	the	dominant	feature	of	the	at	jj	nn1	io	at
13	the	dominant	figure	in	the	at	jj	nn1	ii	at
6	the	dominant	firm	in	the	at	jj	nn1	ii	at
22	the	dominant	force	in	the	at	jj	nn1	ii	at
6	the	dominant	group	in	the	at	jj	nn1	ii	at
5	the	dominant	military	power	in	at	jj	jj	nn1	ii
7	the	dominant	party	in	the	at	jj	nn1	ii	at
13	the	dominant	player	in	the	at	jj	nn1	ii	at
5	the	dominant	political	force	in	at	jj	jj	nn1	ii
22	the	dominant	power	in	the	at	jj	nn1	ii	at
8	the	dominant	role	of	the	at	jj	nn1	io	at
5	the	dominant	species	in	the	at	jj	nn	ii	at
23	the	dominant	system	of	interpretation	at	jj	nn1	io	nn1
8	the	dominant	theme	of	the	at	jj	nn1	io	at
6	the	Dominican	Republic	and	Haiti	at	jj	nn1	cc	np1
6	the	donor-stipulated	purpose	has	been	at	jj	nn1	vhz	vbn
6	the	dot-com	boom	of	the	at	jj	nn1	io	at
108	The	dotted-dashed	line	represents	the	at	jj	nn1	vvz	at
7	the	Double	Cluster	in	Perseus	at	jj	nn1	ii	np1
8	the	double	doors	at	the	at	jj	nn2	ii	at
8	the	double	doors	into	the	at	jj	nn2	ii	at
14	the	double	doors	of	the	at	jj	nn2	io	at
18	the	double	doors	to	the	at	jj	nn2	ii	at
5	the	double	nature	of	the	at	jj	nn1	io	at
5	the	double	standard	in	the	at	jj	nn1	ii	at
11	the	double	taxation	of	dividends	at	jj	nn1	io	nn2
14	the	down	payment	on	a	at	jj	nn1	ii	at1
17	the	down	payment	on	the	at	jj	nn1	ii	at
12	The	down	side	is	that	at	jj	nn1	vbz	cst
14	the	down	side	of	the	at	jj	nn1	io	at
7	the	downhill	side	of	the	at	jj	nn1	io	at
7	the	downstream	side	of	the	at	jj	nn1	io	at
6	the	downward	slope	of	the	at	jj	nn1	io	at
5	the	downward	spiral	of	the	at	jj	nn1	io	at
8	the	downwind	side	of	the	at	jj	nn1	io	at
9	the	dramatic	change	in	the	at	jj	nn1	ii	at
12	the	dramatic	changes	in	the	at	jj	nn2	ii	at
8	the	dramatic	changes	that	have	at	jj	nn2	cst	vh0
6	the	dramatic	decline	in	the	at	jj	nn1	ii	at
5	the	dramatic	growth	of	the	at	jj	nn1	io	at
23	the	dramatic	increase	in	the	at	jj	nn1	ii	at
5	The	dramatic	increase	in	the	at	jj	nn1	ii	at
7	the	dramatic	rise	in	the	at	jj	nn1	ii	at
7	the	driving	force	behind	a	at	jj	nn1	ii	at1
7	the	driving	force	behind	his	at	jj	nn1	ii	appge
7	the	driving	force	behind	that	at	jj	nn1	ii	dd1
134	the	driving	force	behind	the	at	jj	nn1	ii	at
13	The	driving	force	behind	the	at	jj	nn1	ii	at
5	the	driving	force	behind	these	at	jj	nn1	ii	dd2
11	the	driving	force	behind	this	at	jj	nn1	ii	dd1
10	the	driving	force	in	the	at	jj	nn1	ii	at
26	the	driving	force	of	the	at	jj	nn1	io	at
5	the	driving	force	of	this	at	jj	nn1	io	dd1
17	the	driving	forces	behind	the	at	jj	nn2	ii	at
6	the	driving	forces	in	the	at	jj	nn2	ii	at
6	the	dry	heat	of	the	at	jj	nn1	io	at
6	the	dry	ingredients	and	mix	at	jj	nn2	cc	vv0
8	the	dry	ingredients	and	stir	at	jj	nn2	cc	vv0
8	the	dry	ingredients	into	the	at	jj	nn2	ii	at
6	the	dry	valleys	of	Antarctica	at	jj	nn2	io	np1
8	the	dual	nature	of	the	at	jj	nn1	io	at
46	the	dubious	distinction	of	being	at	jj	nn1	io	vbg
16	the	dubious	distinction	of	having	at	jj	nn1	io	vhg
9	the	dubious	honor	of	being	at	jj	nn1	io	vbg
16	the	due	process	clause	of	at	jj	nn1	nn1	io
7	the	due	process	of	law	at	jj	nn1	io	nn1
5	the	due	process	rights	of	at	jj	nn1	nn2	io
5	the	dull	light	of	the	at	jj	nn1	io	at
5	the	dusty	road	to	the	at	jj	nn1	ii	at
6	the	dying	days	of	the	at	jj	nnt2	io	at
