5	a	bacterial	or	viral	infection	at1	jj	cc	jj	nn1
9	the	most	visible	sign	of	at	rgt	jj	nn1	io
9	The	most	visible	sign	of	at	rgt	jj	nn1	io
7	the	most	visible	signs	of	at	rgt	jj	nn2	io
9	the	most	visible	symbol	of	at	rgt	jj	nn1	io
10	the	most	vivid	example	of	at	rgt	jj	nn1	io
8	the	most	vocal	critics	of	at	rgt	jj	nn2	io
10	the	most	vocal	opponents	of	at	rgt	jj	nn2	io
5	the	most	vocal	proponents	of	at	rgt	jj	nn2	io
5	the	most	vociferous	critics	of	at	rgt	jj	nn2	io
20	the	most	vulnerable	members	of	at	rgt	jj	nn2	io
13	the	most	vulnerable	part	of	at	rgt	jj	nn1	io
5	the	most	vulnerable	parts	of	at	rgt	jj	nn2	io
11	the	most	vulnerable	people	in	at	rgt	jj	nn	ii
6	the	new	position	of	vice	at	jj	nn1	io	jj
11	the	next	vice	president	of	at	md	jj	nn1	io
6	the	number	of	violent	crimes	at	nn1	io	jj	nn2
30	the	participants	with	visual	impairments	at	nn2	iw	jj	nn2
7	The	participants	with	visual	impairments	at	nn2	iw	jj	nn2
11	the	performing	and	visual	arts	at	nn1	cc	jj	nn2
7	the	position	of	vice	president	at	nn1	io	jj	nn1
85	the	president	and	vice	president	at	nn1	cc	jj	nn1
8	the	President	and	Vice	President	at	nn1	cc	jj	nn1
8	the	president	or	vice	president	at	nn1	cc	jj	nn1
10	the	rate	of	violent	crime	at	nn1	io	jj	nn1
5	the	regional	vice	president	for	at	jj	jj	nn1	if
8	the	relative	importance	of	various	at	jj	nn1	io	jj
5	the	School	of	Veterinary	Medicine	at	nn1	io	jj	nn1
63	the	School	of	Visual	Arts	at	nn1	io	jj	nn2
5	the	SECAC	Policy	for	Visual	at	jj	nn1	if	jj
6	the	senior	vice	president	and	at	jj	jj	nn1	cc
15	the	senior	vice	president	for	at	jj	jj	nn1	if
46	the	senior	vice	president	of	at	jj	jj	nn1	io
21	the	severity	of	visual	impairment	at	nn1	io	jj	nn1
9	the	Society	of	Vertebrate	Paleontology	at	nn1	io	jj	nn1
27	the	students	with	visual	impairments	at	nn2	iw	jj	nn2
5	the	three-step	verbal	directives	with	at	jj	jj	nn2	iw
6	the	title	of	vice	president	at	nn1	io	jj	nn1
5	the	use	of	verbal	uncertainty	at	nn1	io	jj	nn1
5	the	vanishing	point	of	the	at	jj	nn1	io	at
23	the	various	aspects	of	the	at	jj	nn2	io	at
12	the	various	branches	of	the	at	jj	nn2	io	at
22	the	various	components	of	the	at	jj	nn2	io	at
14	the	various	elements	of	the	at	jj	nn2	io	at
6	the	various	ethnic	groups	in	at	jj	jj	nn2	ii
5	the	various	factions	in	the	at	jj	nn2	ii	at
8	the	various	levels	of	the	at	jj	nn2	io	at
13	the	various	members	of	the	at	jj	nn2	io	at
5	the	various	parts	of	a	at	jj	nn2	io	at1
5	the	various	parts	of	his	at	jj	nn2	io	appge
26	the	various	parts	of	the	at	jj	nn2	io	at
5	the	various	peoples	of	the	at	jj	nn2	io	at
8	the	various	phases	of	the	at	jj	nn2	io	at
5	the	various	players	in	the	at	jj	nn2	ii	at
7	the	various	regions	of	the	at	jj	nn2	io	at
13	the	various	sections	of	the	at	jj	nn2	io	at
16	the	various	stages	of	the	at	jj	nn2	io	at
9	the	various	versions	of	the	at	jj	nn2	io	at
43	the	various	ways	in	which	at	jj	nn2	ii	ddq
5	the	various	ways	people	have	at	jj	nn2	nn	vh0
5	the	various	wings	of	the	at	jj	nn2	io	at
7	the	vast	amount	of	information	at	jj	nn1	io	nn1
8	the	vast	amount	of	money	at	jj	nn1	io	nn1
5	the	vast	amounts	of	information	at	jj	nn2	io	nn1
11	the	vast	bulk	of	the	at	jj	nn1	io	at
13	the	vast	expanse	of	the	at	jj	nn1	io	at
9	the	vast	expanses	of	the	at	jj	nn2	io	at
5	the	vast	hosts	of	the	at	jj	nn2	io	at
11	the	vast	majority	of	all	at	jj	nn1	io	db
26	the	vast	majority	of	American	at	jj	nn1	io	jj
5	The	vast	majority	of	American	at	jj	nn1	io	jj
95	the	vast	majority	of	Americans	at	jj	nn1	io	nn2
34	The	vast	majority	of	Americans	at	jj	nn1	io	nn2
5	the	vast	majority	of	black	at	jj	nn1	io	jj
9	the	vast	majority	of	blacks	at	jj	nn1	io	nn2
69	the	vast	majority	of	cases	at	jj	nn1	io	nn2
7	the	vast	majority	of	Catholics	at	jj	nn1	io	nn2
15	the	vast	majority	of	children	at	jj	nn1	io	nn2
10	The	vast	majority	of	children	at	jj	nn1	io	nn2
5	the	vast	majority	of	Chinese	at	jj	nn1	io	jj
5	the	vast	majority	of	Christians	at	jj	nn1	io	nn2
7	the	vast	majority	of	citizens	at	jj	nn1	io	nn2
5	the	vast	majority	of	companies	at	jj	nn1	io	nn2
6	the	vast	majority	of	contemporary	at	jj	nn1	io	jj
5	the	vast	majority	of	Egyptians	at	jj	nn1	io	nn2
5	the	vast	majority	of	high	at	jj	nn1	io	jj
25	the	vast	majority	of	his	at	jj	nn1	io	appge
5	the	vast	majority	of	humans	at	jj	nn1	io	nn2
11	the	vast	majority	of	immigrants	at	jj	nn1	io	nn2
6	the	vast	majority	of	individuals	at	jj	nn1	io	nn2
6	the	vast	majority	of	instances	at	jj	nn1	io	nn2
6	the	vast	majority	of	Israelis	at	jj	nn1	io	nn2
10	the	vast	majority	of	it	at	jj	nn1	io	pph1
22	the	vast	majority	of	its	at	jj	nn1	io	appge
6	the	vast	majority	of	kids	at	jj	nn1	io	nn2
7	the	vast	majority	of	medical	at	jj	nn1	io	jj
6	the	vast	majority	of	members	at	jj	nn1	io	nn2
5	the	vast	majority	of	men	at	jj	nn1	io	nn2
11	the	vast	majority	of	Muslims	at	jj	nn1	io	nn2
11	the	vast	majority	of	my	at	jj	nn1	io	appge
7	the	vast	majority	of	new	at	jj	nn1	io	jj
28	the	vast	majority	of	our	at	jj	nn1	io	appge
14	The	vast	majority	of	our	at	jj	nn1	io	appge
6	the	vast	majority	of	parents	at	jj	nn1	io	nn2
7	the	vast	majority	of	participants	at	jj	nn1	io	nn2
5	The	vast	majority	of	participants	at	jj	nn1	io	nn2
14	the	vast	majority	of	patients	at	jj	nn1	io	nn2
6	The	vast	majority	of	patients	at	jj	nn1	io	nn2
146	the	vast	majority	of	people	at	jj	nn1	io	nn
37	The	vast	majority	of	people	at	jj	nn1	io	nn
9	the	vast	majority	of	Republicans	at	jj	nn1	io	nn2
13	the	vast	majority	of	respondents	at	jj	nn1	io	nn2
11	The	vast	majority	of	respondents	at	jj	nn1	io	nn2
5	the	vast	majority	of	Russians	at	jj	nn1	io	nn2
6	the	vast	majority	of	scientists	at	jj	nn1	io	nn2
5	the	vast	majority	of	South	at	jj	nn1	io	np1
12	the	vast	majority	of	species	at	jj	nn1	io	nn
11	the	vast	majority	of	states	at	jj	nn1	io	nn2
27	the	vast	majority	of	students	at	jj	nn1	io	nn2
9	The	vast	majority	of	students	at	jj	nn1	io	nn2
7	the	vast	majority	of	such	at	jj	nn1	io	da
7	the	vast	majority	of	teachers	at	jj	nn1	io	nn2
11	the	vast	majority	of	that	at	jj	nn1	io	dd1
369	the	vast	majority	of	the	at	jj	nn1	io	at
153	The	vast	majority	of	the	at	jj	nn1	io	at
21	the	vast	majority	of	their	at	jj	nn1	io	appge
86	the	vast	majority	of	them	at	jj	nn1	io	ppho2
14	The	vast	majority	of	them	at	jj	nn1	io	ppho2
47	the	vast	majority	of	these	at	jj	nn1	io	dd2
37	The	vast	majority	of	these	at	jj	nn1	io	dd2
6	The	vast	majority	of	this	at	jj	nn1	io	dd1
6	the	vast	majority	of	this	at	jj	nn1	io	dd1
51	the	vast	majority	of	those	at	jj	nn1	io	dd2
13	The	vast	majority	of	those	at	jj	nn1	io	dd2
7	the	vast	majority	of	U.S.	at	jj	nn1	io	np1
27	the	vast	majority	of	us	at	jj	nn1	io	ppio2
9	The	vast	majority	of	us	at	jj	nn1	io	ppio2
5	the	vast	majority	of	users	at	jj	nn1	io	nn2
7	the	vast	majority	of	voters	at	jj	nn1	io	nn2
5	The	vast	majority	of	voters	at	jj	nn1	io	nn2
5	the	vast	majority	of	what	at	jj	nn1	io	ddq
20	the	vast	majority	of	which	at	jj	nn1	io	ddq
27	the	vast	majority	of	whom	at	jj	nn1	io	pnqo
22	the	vast	majority	of	women	at	jj	nn1	io	nn2
9	The	vast	majority	of	women	at	jj	nn1	io	nn2
11	the	vast	majority	of	workers	at	jj	nn1	io	nn2
5	the	vast	majority	of	young	at	jj	nn1	io	jj
7	the	vast	majority	will	be	at	jj	nn1	vm	vbi
8	the	vast	number	of	people	at	jj	nn1	io	nn
6	the	vast	reaches	of	the	at	jj	nn2	io	at
11	the	vast	resources	of	the	at	jj	nn2	io	at
8	the	vast	right	wing	conspiracy	at	jj	jj	nn1	nn1
10	the	vast	size	of	the	at	jj	nn1	io	at
5	the	vending	machines	in	the	at	jj	nn2	ii	at
5	the	verbal	and	physical	abuse	at	jj	cc	jj	nn1
5	the	verbal	behavior	of	coaches	at	jj	nn1	io	nn2
6	the	verbal	equivalent	of	a	at	jj	nn1	io	at1
6	the	vertical	and	horizontal	axes	at	jj	cc	jj	nn2
9	the	vertical	axis	of	the	at	jj	nn1	io	at
5	the	vertical	component	of	the	at	jj	nn1	io	at
6	the	vertical	distance	between	the	at	jj	nn1	ii	at
6	the	vertical	portion	of	the	at	jj	nn1	io	at
7	the	very	act	of	writing	at	jj	nn1	io	vvg
13	the	very	antithesis	of	the	at	jj	nn1	io	at
5	the	very	apex	of	the	at	jj	nn1	io	at
37	the	very	back	of	the	at	jj	nn1	io	at
9	the	very	base	of	the	at	jj	nn1	io	at
5	the	very	basis	of	our	at	jj	nn1	io	appge
14	the	very	basis	of	the	at	jj	nn1	io	at
12	the	very	beginning	of	a	at	jj	nn1	io	at1
23	the	very	beginning	of	his	at	jj	nn1	io	appge
6	the	very	beginning	of	its	at	jj	nn1	io	appge
9	the	very	beginning	of	my	at	jj	nn1	io	appge
13	the	very	beginning	of	our	at	jj	nn1	io	appge
161	the	very	beginning	of	the	at	jj	nn1	io	at
6	the	very	beginning	of	their	at	jj	nn1	io	appge
54	the	very	beginning	of	this	at	jj	nn1	io	dd1
5	the	very	beginning	stages	of	at	jj	nn1	nn2	io
5	the	very	beginning	that	he	at	jj	nn1	cst	pphs1
5	the	very	beginning	that	I	at	jj	nn1	cst	ppis1
10	the	very	beginning	that	this	at	jj	nn1	cst	dd1
5	the	very	beginning	that	we	at	jj	nn1	cst	ppis2
13	the	very	beginnings	of	the	at	jj	nn2	io	at
5	the	very	being	of	the	at	jj	nn1	io	at
73	the	very	bottom	of	the	at	jj	nn1	io	at
5	the	very	bowels	of	the	at	jj	nn2	io	at
6	the	very	brink	of	the	at	jj	nn1	io	at
10	the	very	center	of	a	at	jj	nn1	io	at1
5	the	very	center	of	her	at	jj	nn1	io	appge
5	the	very	center	of	his	at	jj	nn1	io	appge
6	the	very	center	of	it	at	jj	nn1	io	pph1
8	the	very	center	of	our	at	jj	nn1	io	appge
6	the	very	center	of	that	at	jj	nn1	io	dd1
105	the	very	center	of	the	at	jj	nn1	io	at
5	the	very	center	of	their	at	jj	nn1	io	appge
5	the	very	center	of	this	at	jj	nn1	io	dd1
13	the	very	concept	of	a	at	jj	nn1	io	at1
12	the	very	concept	of	the	at	jj	nn1	io	at
5	the	very	constitution	of	the	at	jj	nn1	io	at
6	the	very	core	of	her	at	jj	nn1	io	appge
6	the	very	core	of	his	at	jj	nn1	io	appge
7	the	very	core	of	my	at	jj	nn1	io	appge
7	the	very	core	of	our	at	jj	nn1	io	appge
31	the	very	core	of	the	at	jj	nn1	io	at
7	the	very	core	of	what	at	jj	nn1	io	ddq
5	the	very	core	of	your	at	jj	nn1	io	appge
5	the	very	day	of	his	at	jj	nnt1	io	appge
13	the	very	day	of	the	at	jj	nnt1	io	at
5	the	very	day	she	was	at	jj	nnt1	pphs1	vbdz
6	the	very	day	that	he	at	jj	nnt1	cst	pphs1
8	the	very	day	that	the	at	jj	nnt1	cst	at
26	the	very	definition	of	a	at	jj	nn1	io	at1
12	the	very	definition	of	the	at	jj	nn1	io	at
5	the	very	definition	of	tyranny	at	jj	nn1	io	nn1
6	the	very	depths	of	the	at	jj	nn2	io	at
7	the	very	edge	of	a	at	jj	nn1	io	at1
6	the	very	edge	of	his	at	jj	nn1	io	appge
95	the	very	edge	of	the	at	jj	nn1	io	at
6	the	very	edge	of	what	at	jj	nn1	io	ddq
6	the	very	edges	of	the	at	jj	nn2	io	at
12	the	very	embodiment	of	the	at	jj	nn1	io	at
16	the	very	end	of	a	at	jj	nn1	io	at1
6	the	very	end	of	her	at	jj	nn1	io	appge
30	the	very	end	of	his	at	jj	nn1	io	appge
9	the	very	end	of	it	at	jj	nn1	io	pph1
6	the	very	end	of	our	at	jj	nn1	io	appge
9	the	very	end	of	that	at	jj	nn1	io	dd1
182	the	very	end	of	the	at	jj	nn1	io	at
10	the	very	end	of	this	at	jj	nn1	io	dd1
9	the	very	essence	of	a	at	jj	nn1	io	at1
6	the	very	essence	of	life	at	jj	nn1	io	nn1
6	the	very	essence	of	our	at	jj	nn1	io	appge
51	the	very	essence	of	the	at	jj	nn1	io	at
7	the	very	essence	of	their	at	jj	nn1	io	appge
7	the	very	essence	of	what	at	jj	nn1	io	ddq
13	the	very	eve	of	the	at	jj	nnt1	io	at
16	the	very	existence	of	a	at	jj	nn1	io	at1
5	the	very	existence	of	Israel	at	jj	nn1	io	np1
5	the	very	existence	of	our	at	jj	nn1	io	appge
13	the	very	existence	of	such	at	jj	nn1	io	da
69	the	very	existence	of	the	at	jj	nn1	io	at
14	The	very	existence	of	the	at	jj	nn1	io	at
5	the	very	existence	of	their	at	jj	nn1	io	appge
5	the	very	existence	of	these	at	jj	nn1	io	dd2
5	The	very	existence	of	this	at	jj	nn1	io	dd1
17	the	very	fabric	of	our	at	jj	nn1	io	appge
5	the	very	fabric	of	society	at	jj	nn1	io	nn1
26	the	very	fabric	of	the	at	jj	nn1	io	at
8	the	very	fabric	of	their	at	jj	nn1	io	appge
6	the	very	face	of	the	at	jj	nn1	io	at
5	the	very	fact	of	his	at	jj	nn1	io	appge
5	the	very	fact	of	the	at	jj	nn1       	io	at
14	the	very	fact	that	a	at	jj	nn1	cst	at1
6	The	very	fact	that	a	at	jj	nn1	cst	at1
17	the	very	fact	that	he	at	jj	nn1	cst	pphs1
11	The	very	fact	that	he	at	jj	nn1	cst	pphs1
5	The	very	fact	that	I	at	jj	nn1	cst	ppis1
5	the	very	fact	that	I	at	jj	nn1	cst	ppis1
18	the	very	fact	that	it	at	jj	nn1	cst	pph1
5	The	very	fact	that	it	at	jj	nn1	cst	pph1
6	the	very	fact	that	she	at	jj	nn1	cst	pphs1
32	the	very	fact	that	the	at	jj	nn1	cst	at
26	The	very	fact	that	the	at	jj	nn1	cst	at
6	the	very	fact	that	there	at	jj	nn1	cst	ex
19	the	very	fact	that	they	at	jj	nn1	cst	pphs2
10	The	very	fact	that	they	at	jj	nn1	cst	pphs2
14	the	very	fact	that	we	at	jj	nn1	cst	ppis2
9	The	very	fact	that	we	at	jj	nn1	cst	ppis2
8	the	very	fact	that	you	at	jj	nn1	cst	ppy
7	the	very	form	of	the	at	jj	nn1	io	at
11	the	very	foundation	of	our	at	jj	nn1	io	appge
25	the	very	foundation	of	the	at	jj	nn1	io	at
5	the	very	foundation	on	which	at	jj	nn1	ii	ddq
10	the	very	foundations	of	our	at	jj	nn2	io	appge
8	the	very	foundations	of	the	at	jj	nn2	io	at
7	the	very	foundations	of	their	at	jj	nn2	io	appge
5	the	very	founding	of	the	at	jj	nn1	io	at
18	the	very	front	of	the	at	jj	nn1	io	at
8	the	very	future	of	the	at	jj	nn1	io	at
10	the	very	heart	and	soul	at	jj	nn1	cc	nn1
6	the	very	heart	of	a	at	jj	nn1	io	at1
8	the	very	heart	of	America	at	jj	nn1	io	np1
6	the	very	heart	of	his	at	jj	nn1	io	appge
5	the	very	heart	of	it	at	jj	nn1	io	pph1
10	the	very	heart	of	our	at	jj	nn1	io	appge
116	the	very	heart	of	the	at	jj	nn1	io	at
8	the	very	heart	of	their	at	jj	nn1	io	appge
6	the	very	heart	of	this	at	jj	nn1	io	dd1
7	the	very	heart	of	what	at	jj	nn1	io	ddq
5	the	very	height	of	the	at	jj	nn1	io	at
59	the	very	idea	of	a	at	jj	nn1	io	at1
11	The	very	idea	of	a	at	jj	nn1	io	at1
8	the	very	idea	of	an	at	jj	nn1	io	at1
5	the	very	idea	of	being	at	jj	nn1	io	vbg
6	the	very	idea	of	it	at	jj	nn1	io	pph1
6	The	very	idea	of	it	at	jj	nn1	io	pph1
20	the	very	idea	of	the	at	jj	nn1	io	at
6	the	very	idea	that	a	at	jj	nn1	cst	at1
8	the	very	idea	that	the	at	jj	nn1	cst	at
6	The	very	idea	that	the	at	jj	nn1	cst	at
6	the	very	identity	of	the	at	jj	nn1	io	at
7	the	very	image	of	a	at	jj	nn1	io	at1
8	the	very	image	of	the	at	jj	nn1	io	at
7	the	very	inception	of	the	at	jj	nn1	io	at
7	the	very	legitimacy	of	the	at	jj	nn1	io	at
5	the	very	life	of	the	at	jj	nn1	io	at
5	the	very	link	between	cultures	at	jj	nn1	ii	nn2
7	the	very	lip	of	the	at	jj	nn1	io	at
11	the	very	meaning	of	the	at	jj	nn1	io	at
11	the	very	middle	of	the	at	jj	nn1	io	at
17	the	very	model	of	a	at	jj	nn1	io	at1
8	the	very	model	of	the	at	jj	nn1	io	at
5	the	very	moment	he	was	at	jj	nn1	pphs1	vbdz
6	the	very	moment	it	is	at	jj	nn1	pph1	vbz
6	the	very	moment	of	its	at	jj	nn1	io	appge
5	the	very	moment	of	the	at	jj	nn1	io	at
8	the	very	moment	she	was	at	jj	nn1	pphs1	vbdz
8	the	very	moment	that	the	at	jj	nn1	cst	at
5	the	very	moment	that	we	at	jj	nn1	cst	ppis2
19	the	very	moment	when	the	at	jj	nn1	cs	at
6	the	very	moment	when	they	at	jj	nn1	cs	pphs2
5	the	very	moment	when	we	at	jj	nn1	cs	ppis2
10	the	very	name	of	the	at	jj	nn1	io	at
10	the	very	nature	of	a	at	jj	nn1	io	at1
8	the	very	nature	of	his	at	jj	nn1	io	appge
7	the	very	nature	of	its	at	jj	nn1	io	appge
5	the	very	nature	of	life	at	jj	nn1	io	nn1
6	the	very	nature	of	our	at	jj	nn1	io	appge
102	the	very	nature	of	the	at	jj	nn1	io	at
12	The	very	nature	of	the	at	jj	nn1	io	at
17	the	very	nature	of	their	at	jj	nn1	io	appge
5	the	very	nature	of	things	at	jj	nn1	io	nn2
7	the	very	nature	of	this	at	jj	nn1	io	dd1
8	the	very	nature	of	what	at	jj	nn1	io	ddq
29	the	very	notion	of	a	at	jj	nn1	io	at1
8	The	very	notion	of	a	at	jj	nn1	io	at1
5	the	very	notion	of	an	at	jj	nn1	io	at1
12	the	very	notion	of	the	at	jj	nn1	io	at
7	the	very	opposite	of	a	at	jj	nn1	io	at1
15	the	very	opposite	of	the	at	jj	nn1	io	at
11	the	very	opposite	of	what	at	jj	nn1	io	ddq
6	the	very	outset	of	his	at	jj	nn1	io	appge
8	the	very	outset	of	the	at	jj	nn1	io	at
5	the	very	peak	of	his	at	jj	nn1	io	appge
5	the	very	peak	of	the	at	jj	nn1	io	at
5	the	very	people	they	were	at	jj	nn	pphs2	vbdr
31	the	very	people	who	are	at	jj	nn	pnqs	vbr
11	the	very	people	who	had	at	jj	nn	pnqs	vhd
8	the	very	people	who	were	at	jj	nn	pnqs	vbdr
5	the	very	people	who	would	at	jj	nn	pnqs	vm
14	the	very	picture	of	a	at	jj	nn1	io	at1
5	the	very	pinnacle	of	the	at	jj	nn1	io	at
8	the	very	place	where	the	at	jj	nn1	cs	at
5	the	very	point	of	the	at	jj	nn1	io	at
6	the	very	possibility	of	a	at	jj	nn1	io	at1
5	the	very	possibility	of	the	at	jj	nn1	io	at
6	the	very	premise	of	the	at	jj	nn1	io	at
9	the	very	presence	of	the	at	jj	nn1	io	at
12	the	very	purpose	of	the	at	jj	nn1	io	at
7	the	very	qualities	that	make	at	jj	nn2	cst	vv0
5	the	very	question	of	what	at	jj	nn1	io	ddq
6	the	very	reason	for	the	at	jj	nn1	if	at
9	the	very	reason	that	it	at	jj	nn1	cst	pph1
6	the	very	root	of	the	at	jj	nn1	io	at
8	the	very	shape	of	the	at	jj	nn1	io	at
7	the	very	soul	of	the	at	jj	nn1	io	at
6	the	very	spirit	of	the	at	jj	nn1	io	at
6	the	very	spot	where	he	at	jj	nn1	cs	pphs1
10	the	very	spot	where	the	at	jj	nn1	cs	at
7	the	very	start	of	his	at	jj	nn1	io	appge
20	the	very	start	of	the	at	jj	nn1	io	at
5	the	very	start	of	this	at	jj	nn1	io	dd1
18	the	very	structure	of	the	at	jj	nn1	io	at
5	the	very	substance	of	the	at	jj	nn1	io	at
7	the	very	success	of	the	at	jj	nn1	io	at
6	the	very	surface	of	the	at	jj	nn1	io	at
23	the	very	survival	of	the	at	jj	nn1	io	at
11	the	very	symbol	of	the	at	jj	nn1	io	at
6	the	very	tail	end	of	at	jj	nn1	nn1	io
15	the	very	thing	that	makes	at	jj	nn1	cst	vvz
7	the	very	thing	that	you	at	jj	nn1	cst	ppy
6	the	very	thing	they	were	at	jj	nn1	pphs2	vbdr
6	the	very	things	that	made	at	jj	nn2	cst	vvd
10	the	very	things	that	make	at	jj	nn2	cst	vv0
5	the	very	things	that	we	at	jj	nn2	cst	ppis2
6	the	very	thought	of	it	at	jj	nn1	io	pph1
7	the	very	time	he	was	at	jj	nnt1	pphs1	vbdz
11	the	very	time	that	the	at	jj	nnt1	cst	at
5	the	very	time	that	we	at	jj	nnt1	cst	ppis2
9	the	very	time	when	the	at	jj	nnt1	rrq	at
27	the	very	tip	of	the	at	jj	nn1	io	at
6	the	very	tips	of	your	at	jj	nn2	io	appge
5	the	very	title	of	the	at	jj	nn1	io	at
5	The	very	title	of	the	at	jj	nn1	io	at
5	the	very	top	end	of	at	jj	jj	nn1	io
11	the	very	top	of	a	at	jj	nn1	io	at1
5	the	very	top	of	her	at	jj	nn1	io	appge
7	the	very	top	of	his	at	jj	nn1	io	appge
137	the	very	top	of	the	at	jj	nn1	io	at
5	the	very	top	of	their	at	jj	nn1	io	appge
5	the	very	way	in	which	at	jj	nn1	ii	ddq
5	the	very	words	of	the	at	jj	nn2	io	at
5	the	very	year	that	the	at	jj	nnt1	cst	at
7	the	veteran	teachers	in	the	at	jj	nn2	ii	at
15	the	vice	chair	of	the	at	jj	nn1	io	at
57	the	vice	chairman	of	the	at	jj	nn1	io	at
5	the	vice	chief	of	staff	at	jj	nn1	io	nn
8	the	vice	president	and	general	at	jj	nn1	cc	jj
21	the	vice	president	and	his	at	jj	nn1	cc	appge
5	the	vice	president	and	I	at	jj	nn1	cc	ppis1
46	the	vice	president	and	the	at	jj	nn1	cc	at
5	the	vice	president	as	the	at	jj	nn1	ii	at
8	the	vice	president	did	n't	at	jj	nn1	vdd	xx
6	the	vice	president	did	not	at	jj	nn1	vdd	xx
6	the	vice	president	does	n't	at	jj	nn1	vdz	xx
5	the	vice	president	for	finance	at	jj	nn1	if	nn1
6	the	vice	president	for	marketing	at	jj	nn1	if	nn1
6	the	vice	president	for	research	at	jj	nn1	if	nn1
5	the	vice	president	gave	a	at	jj	nn1	vvd	at1
6	the	vice	president	had	to	at	jj	nn1	vhd	to
13	the	vice	president	has	been	at	jj	nn1	vhz	vbn
9	The	vice	president	has	been	at	jj	nn1	vhz	vbn
5	the	vice	president	has	had	at	jj	nn1	vhz	vhn
6	the	vice	president	has	said	at	jj	nn1	vhz	vvn
5	the	vice	president	himself	is	at	jj	nn1	ppx1	vbz
6	the	vice	president	in	a	at	jj	nn1	ii	at1
6	the	vice	president	in	charge	at	jj	nn1	ii31	ii32
8	the	vice	president	in	the	at	jj	nn1	ii	at
5	the	vice	president	is	a	at	jj	nn1	vbz	at1
5	the	vice	president	is	doing	at	jj	nn1	vbz	vdg
9	the	vice	president	is	going	at	jj	nn1	vbz	vvgk
5	the	vice	president	is	n't	at	jj	nn1	vbz	xx
5	the	vice	president	is	not	at	jj	nn1	vbz	xx
6	the	vice	president	may	be	at	jj	nn1	vm	vbi
15	the	vice	president	of	a	at	jj	nn1	io	at1
9	the	vice	president	of	marketing	at	jj	nn1	io	nn1
9	the	vice	president	of	operations	at	jj	nn1	io	nn2
8	the	vice	president	of	sales	at	jj	nn1	io	nn
156	the	vice	president	of	the	at	jj	nn1	io	at
35	the	Vice	President	of	the	at	jj	nn1	io	at
10	The	vice	president	of	the	at	jj	nn1	io	at
6	the	vice	president	on	the	at	jj	nn1	ii	at
10	the	vice	president	or	the	at	jj	nn1	cc	at
5	the	vice	president	said	he	at	jj	nn1	vvd	pphs1
7	the	vice	president	said	that	at	jj	nn1	vvd	cst
5	the	vice	president	was	a	at	jj	nn1	vbdz	at1
7	the	vice	president	was	not	at	jj	nn1	vbdz	xx
6	the	vice	president	was	the	at	jj	nn1	vbdz	at
6	the	vice	president	when	he	at	jj	nn1	cs	pphs1
13	the	vice	president	will	be	at	jj	nn1	vm	vbi
6	the	vice	president	would	be	at	jj	nn1	vm	vbi
6	the	vice	presidential	candidate	of	at	jj	jj	nn1	io
7	the	vice	presidential	running	mate	at	jj	jj	jj	nn1
8	the	vice	presidents	chief	of	at	jj	nn2	nn1	io
6	the	victims	of	violent	crime	at	nn2	io	jj	nn1
5	the	Vienna-based	International	Atomic	Energy	at	jj	jj	jj	nn1
15	the	violent	overthrow	of	the	at	jj	nn1	io	at
5	the	virtual	world	of	the	at	jj	nn1	io	at
21	the	visible	part	of	the	at	jj	nn1	io	at
9	the	visible	portion	of	the	at	jj	nn1	io	at
6	the	Visiting	Nurse	Service	of	at	jj	nn1	nn1	io
5	the	Visual	Arts	in	Tallahassee	at	jj	nn2	ii	np1
6	the	visual	arts	in	the	at	jj	nn2	ii	at
5	the	visual	arts	of	the	at	jj	nn2	io	at
8	the	visual	aspect	of	the	at	jj	nn1	io	at
5	the	visual	equivalent	of	the	at	jj	nn1	io	at
7	the	visual	impact	of	the	at	jj	nn1	io	at
5	the	visual	nature	of	the	at	jj	nn1	io	at
5	the	visual	representation	of	the	at	jj	nn1	io	at
7	the	vital	importance	of	the	at	jj	nn1	io	at
6	the	vital	interest	of	the	at	jj	nn1	io	at
18	the	vital	interests	of	the	at	jj	nn2	io	at
5	the	vital	limits	on	judicial	at	jj	nn2	ii	jj
7	the	vital	role	of	the	at	jj	nn1	io	at
6	the	volatile	nature	of	the	at	jj	nn1	io	at
13	the	voluntary	nature	of	the	at	jj	nn1	io	at
7	the	wavelength	of	visible	light	at	nn1	io	jj	nn1
5	then	vice	president	of	the	rt	jj	nn1	io	at
6	there	are	a	vast	number	ex	vbr	at1	jj	nn1
7	There	are	various	reasons	for	ex	vbr	jj	nn2	if
5	There	are	various	types	of	ex	vbr	jj	nn2	io
7	there	are	various	ways	of	ex	vbr	jj	nn2	io
6	There	are	various	ways	of	ex	vbr	jj	nn2	io
9	There	are	various	ways	to	ex	vbr	jj	nn2	to
8	there	are	varying	degrees	of	ex	vbr	jj	nn2	io
8	there	from	the	very	beginning	rl	ii	at	jj	nn1
6	there	is	a	vast	amount	ex	vbz	at1	jj	nn1
5	There	is	a	vast	amount	ex	vbz	at1	jj	nn1
10	there	is	a	vast	difference	ex	vbz	at1	jj	nn1
7	There	is	a	vast	difference	ex	vbz	at1	jj	nn1
5	there	were	varying	degrees	of	ex	vbdr	jj	nn2	io
6	these	are	the	very	people	dd2	vbr	at	jj	nn
6	they	had	a	vested	interest	pphs2	vhd	at1	jj	nn1
22	they	have	a	vested	interest	pphs2	vh0	at1	jj	nn1
